user_id,action_name,recent_count,baseline_count,lift,trend_score,time_window
user_148,申请贷款试算,8,0.168675,16.0,21.972246,7d
user_150,上传收入证明,4,0.0,8.0,12.875503,7d
user_152,开通快捷支付,4,0.084337,8.0,12.875503,7d
user_153,购买旅行保险,8,0.168675,16.0,21.972246,7d
user_157,申请贷款试算,4,0.168675,8.0,12.875503,7d
user_161,上传收入证明,8,0.168675,16.0,21.972246,7d
user_165,上传收入证明,6,0.168675,12.0,19.459101,7d
user_168,上传收入证明,7,0.084337,14.0,20.794415,7d
user_172,查询汇率牌价,4,0.0,8.0,12.875503,7d
user_173,修改转账限额,7,0.168675,14.0,20.794415,7d
user_174,查询汇率牌价,7,0.084337,14.0,20.794415,7d
user_177,开通快捷支付,6,0.084337,12.0,19.459101,7d
user_182,修改转账限额,8,0.168675,16.0,21.972246,7d
user_183,查询汇率牌价,8,0.0,16.0,21.972246,7d
user_184,购买旅行保险,4,0.168675,8.0,12.875503,7d
user_185,上传收入证明,4,0.084337,8.0,12.875503,7d
user_188,修改转账限额,5,0.168675,10.0,17.917595,7d
user_192,修改转账限额,7,0.168675,14.0,20.794415,7d
user_201,上传收入证明,4,0.0,8.0,12.875503,7d
user_204,购买旅行保险,5,0.168675,10.0,17.917595,7d
user_208,查询汇率牌价,6,0.084337,12.0,19.459101,7d
user_209,购买旅行保险,7,0.0,14.0,20.794415,7d
user_216,购买旅行保险,4,0.168675,8.0,12.875503,7d
user_217,开通快捷支付,6,0.0,12.0,19.459101,7d
user_218,查询汇率牌价,7,0.0,14.0,20.794415,7d
user_222,开通快捷支付,4,0.084337,8.0,12.875503,7d
user_225,申请贷款试算,8,0.0,16.0,21.972246,7d
user_229,开通快捷支付,8,0.0,16.0,21.972246,7d
user_230,查询汇率牌价,6,0.0,12.0,19.459101,7d
user_235,修改转账限额,5,0.084337,10.0,17.917595,7d
user_238,购买旅行保险,7,0.168675,14.0,20.794415,7d
user_239,修改转账限额,7,0.0,14.0,20.794415,7d
user_240,修改转账限额,4,0.168675,8.0,12.875503,7d
