user_id,action_name,event_time,rank,user_activity_level
user_000033,查账户明细,2026-06-29 20:34:00,1,high
user_000033,预约网点取号,2026-06-29 20:31:00,2,high
user_000033,大样本非近期高频_long_term_high_freq_0671,2026-06-29 12:00:00,3,high
user_000034,结构性存款,2026-06-29 03:10:00,1,high
user_000034,查账户明细,2026-06-29 03:07:00,2,high
user_000034,查还款结果,2026-06-28 15:24:00,3,high
user_000035,查看理财产品,2026-06-29 12:43:00,1,high
user_000035,银行卡管理,2026-06-29 12:40:00,2,high
user_000035,查银行卡,2026-06-29 12:37:00,3,high
user_000036,大样本近期高频_0118,2026-06-29 12:46:00,1,high
user_000036,大样本近期高频_0118,2026-06-29 07:58:00,2,high
user_000036,查银行卡,2026-06-28 20:20:00,3,high
user_000037,结构性存款,2026-06-29 17:44:00,1,high
user_000037,查银行卡,2026-06-29 17:41:00,2,high
user_000037,大样本非近期高频_long_term_high_freq_0315,2026-06-29 12:00:00,3,high
user_000038,大样本近期高频_0539,2026-06-29 12:26:00,1,high
user_000038,查看理财产品,2026-06-29 09:08:00,2,high
user_000038,快捷支付,2026-06-29 09:05:00,3,high
user_000039,大样本周期_weekly_0021,2026-06-29 06:11:00,1,high
user_000039,风险评估,2026-06-29 00:35:00,2,high
user_000039,结构性存款,2026-06-29 00:32:00,3,high
user_000040,银行卡管理,2026-06-30 05:19:00,1,high
user_000040,查看基金净值,2026-06-30 05:16:00,2,high
user_000040,结构性存款,2026-06-30 05:13:00,3,high
user_000041,结构性存款,2026-06-30 03:16:00,1,high
user_000041,快捷支付,2026-06-30 03:13:00,2,high
user_000041,大样本周期_interval_0487,2026-06-29 18:12:00,3,high
user_000042,大样本非近期高频_low_count_0060,2026-06-29 12:00:00,1,high
user_000042,大样本非近期高频_low_count_0060,2026-06-29 11:00:00,2,high
user_000042,查交易明细,2026-06-29 09:53:00,3,high
user_000043,大样本周期_daily_0036,2026-06-30 05:12:00,1,high
user_000043,银行卡管理,2026-06-30 02:35:00,2,high
user_000043,查看黄金行情,2026-06-30 02:32:00,3,high
user_000044,大样本非近期高频_low_lift_0093,2026-06-29 12:00:00,1,high
user_000044,大样本非近期高频_low_lift_0093,2026-06-29 11:00:00,2,high
user_000044,查看基金净值,2026-06-29 05:50:00,3,high
user_000045,风险评估,2026-06-30 11:10:00,1,high
user_000045,查交易结果,2026-06-30 11:07:00,2,high
user_000045,大样本非近期高频_low_concentration_0406,2026-06-29 12:00:00,3,high
user_000046,大样本非近期高频_low_count_0180,2026-06-29 12:00:00,1,high
user_000046,大样本非近期高频_low_count_0180,2026-06-29 11:00:00,2,high
user_000046,大样本非近期高频_low_count_0180,2026-06-28 10:00:00,3,high
user_000047,大样本非近期高频_low_lift_0297,2026-06-29 12:00:00,1,high
user_000047,大样本非近期高频_low_lift_0297,2026-06-29 11:00:00,2,high
user_000047,大样本非近期高频_low_lift_0297,2026-06-28 10:00:00,3,high
user_000048,查看基金净值,2026-06-30 05:40:00,1,high
user_000048,查账户明细,2026-06-30 05:37:00,2,high
user_000048,风险评估,2026-06-30 05:34:00,3,high
user_000049,大样本周期_weekly_0045,2026-06-25 06:11:00,1,high
user_000049,银行卡管理,2026-06-24 14:39:00,2,high
user_000049,查银行卡,2026-06-24 14:36:00,3,high
user_000050,大样本非近期高频_low_concentration_0370,2026-06-29 12:00:00,1,high
user_000050,大样本非近期高频_low_concentration_0370,2026-06-29 11:00:00,2,high
user_000050,短信验证,2026-06-29 03:33:00,3,high
user_000051,查账户明细,2026-06-30 04:14:00,1,high
user_000051,查看基金净值,2026-06-30 04:11:00,2,high
user_000051,大样本周期_interval_0607,2026-06-29 18:12:00,3,high
user_000052,大样本非近期高频_low_count_0552,2026-06-29 12:00:00,1,high
user_000052,大样本非近期高频_low_count_0552,2026-06-29 11:00:00,2,high
user_000052,跨行转入,2026-06-29 07:28:00,3,high
user_000053,买黄金,2026-06-29 17:19:00,1,high
user_000053,风险评估,2026-06-29 17:16:00,2,high
user_000053,跨行转入,2026-06-29 17:13:00,3,high
user_000054,查看黄金行情,2026-06-29 17:25:00,1,high
user_000054,查交易明细,2026-06-29 17:22:00,2,high
user_000054,大样本周期_monthly_0026,2026-06-28 12:12:00,3,high
user_000055,大样本周期_daily_0528,2026-06-30 05:13:00,1,high
user_000055,大样本近期高频_0128,2026-06-29 12:02:00,2,high
user_000055,大样本近期高频_0128,2026-06-29 07:12:00,3,high
user_000056,大样本非近期高频_low_concentration_0062,2026-06-29 12:00:00,1,high
user_000056,大样本非近期高频_low_concentration_0062,2026-06-29 11:00:00,2,high
user_000056,大样本非近期高频_low_concentration_0062,2026-06-28 10:00:00,3,high
user_000057,结构性存款,2026-06-29 20:12:00,1,high
user_000057,查交易明细,2026-06-29 20:09:00,2,high
user_000057,大样本非近期高频_low_lift_0065,2026-06-29 12:00:00,3,high
user_000058,大样本周期_daily_0944,2026-06-30 05:13:00,1,high
user_000058,大样本近期高频_0544,2026-06-29 12:51:00,2,high
user_000058,大样本近期高频_0544,2026-06-29 07:31:00,3,high
user_000059,查交易明细,2026-06-30 05:12:00,1,high
user_000059,查还款结果,2026-06-30 05:09:00,2,high
user_000059,买黄金,2026-06-30 05:06:00,3,high
user_000060,查还款结果,2026-06-29 20:34:00,1,high
user_000060,短信验证,2026-06-29 20:31:00,2,high
user_000060,添加银行卡,2026-06-29 20:28:00,3,high
user_000061,查交易结果,2026-06-30 10:25:00,1,high
user_000061,查还款结果,2026-06-30 10:22:00,2,high
user_000061,大样本近期高频_0371,2026-06-29 12:40:00,3,high
user_000062,快捷支付,2026-06-29 07:16:00,1,high
user_000062,查交易明细,2026-06-29 07:13:00,2,high
user_000062,预约网点取号,2026-06-29 07:10:00,3,high
user_000063,查看黄金行情,2026-06-30 05:35:00,1,high
user_000063,收款码,2026-06-30 05:32:00,2,high
user_000063,结构性存款,2026-06-30 05:29:00,3,high
user_000064,大样本周期_interval_0127,2026-06-29 18:12:00,1,high
user_000064,买黄金,2026-06-28 21:30:00,2,high
user_000064,查交易明细,2026-06-28 21:27:00,3,high
user_000065,大样本非近期高频_long_term_high_freq_0451,2026-06-29 12:00:00,1,high
user_000065,查还款结果,2026-06-29 11:47:00,2,high
user_000065,收款码,2026-06-29 11:44:00,3,high
user_000066,大样本非近期高频_low_count_0560,2026-06-29 12:00:00,1,high
user_000066,大样本非近期高频_low_count_0560,2026-06-29 11:00:00,2,high
user_000066,查还款结果,2026-06-29 00:15:00,3,high
user_000067,大样本非近期高频_low_lift_0505,2026-06-29 12:00:00,1,high
user_000067,大样本非近期高频_low_lift_0505,2026-06-29 11:00:00,2,high
user_000067,跨行转入,2026-06-29 06:22:00,3,high
user_000068,银行卡管理,2026-06-30 00:27:00,1,high
user_000068,预约网点取号,2026-06-30 00:24:00,2,high
user_000068,查看黄金行情,2026-06-30 00:21:00,3,high
user_000069,快捷支付,2026-06-30 02:14:00,1,high
user_000069,查交易结果,2026-06-30 02:11:00,2,high
user_000069,收款码,2026-06-30 02:08:00,3,high
user_000070,大样本周期_interval_0379,2026-06-29 18:12:00,1,high
user_000070,预约网点取号,2026-06-28 19:18:00,2,high
user_000070,短信验证,2026-06-28 19:15:00,3,high
user_000071,大样本非近期高频_low_concentration_0610,2026-06-29 12:00:00,1,high
user_000071,大样本非近期高频_low_concentration_0610,2026-06-29 11:00:00,2,high
user_000071,查看黄金行情,2026-06-29 01:29:00,3,high
user_000072,大样本非近期高频_long_term_high_freq_0707,2026-06-29 12:00:00,1,high
user_000072,大样本非近期高频_long_term_high_freq_0707,2026-06-29 11:00:00,2,high
user_000072,预约网点取号,2026-06-29 07:54:00,3,high
user_000073,查还款结果,2026-06-30 06:41:00,1,high
user_000073,银行卡管理,2026-06-30 06:38:00,2,high
user_000073,银行卡管理,2026-06-29 13:43:00,3,high
user_000074,查看理财产品,2026-06-30 02:27:00,1,high
user_000074,查还款结果,2026-06-30 02:24:00,2,high
user_000074,查还款结果,2026-06-29 22:32:00,3,high
user_000075,大样本周期_daily_0696,2026-06-30 05:13:00,1,high
user_000075,跨行转入,2026-06-30 03:12:00,2,high
user_000075,添加银行卡,2026-06-30 03:09:00,3,high
user_000076,查账户明细,2026-06-29 17:34:00,1,high
user_000076,快捷支付,2026-06-29 17:31:00,2,high
user_000076,大样本非近期高频_low_count_0056,2026-06-29 12:00:00,3,high
user_000077,收款码,2026-06-29 17:11:00,1,high
user_000077,预约网点取号,2026-06-29 17:08:00,2,high
user_000077,添加银行卡,2026-06-29 17:05:00,3,high
user_000078,大样本非近期高频_low_concentration_0114,2026-06-29 12:00:00,1,high
user_000078,大样本非近期高频_low_concentration_0114,2026-06-29 11:00:00,2,high
user_000078,银行卡管理,2026-06-29 08:11:00,3,high
user_000079,大样本近期高频_0481,2026-06-29 12:08:00,1,high
user_000079,大样本近期高频_0481,2026-06-29 07:31:00,2,high
user_000079,快捷支付,2026-06-28 13:08:00,3,high
user_000080,大样本非近期高频_low_concentration_0034,2026-06-29 12:00:00,1,high
user_000080,大样本非近期高频_low_concentration_0034,2026-06-29 11:00:00,2,high
user_000080,查看黄金行情,2026-06-28 23:50:00,3,high
user_000081,大样本周期_interval_0979,2026-06-29 18:12:00,1,high
user_000081,大样本近期高频_0579,2026-06-29 12:20:00,2,high
user_000081,大样本近期高频_0579,2026-06-29 07:15:00,3,high
user_000082,大样本非近期高频_long_term_high_freq_0407,2026-06-29 12:00:00,1,high
user_000082,大样本非近期高频_long_term_high_freq_0407,2026-06-29 11:00:00,2,high
user_000082,买黄金,2026-06-29 02:11:00,3,high
user_000083,查看基金净值,2026-06-30 11:06:00,1,high
user_000083,收款码,2026-06-30 11:03:00,2,high
user_000083,预约网点取号,2026-06-30 11:00:00,3,high
user_000084,预约网点取号,2026-06-30 04:49:00,1,high
user_000084,短信验证,2026-06-30 04:46:00,2,high
user_000084,查看理财产品,2026-06-29 19:29:00,3,high
user_000085,风险评估,2026-06-29 12:44:00,1,high
user_000085,查看基金净值,2026-06-29 12:41:00,2,high
user_000085,短信验证,2026-06-29 12:38:00,3,high
user_000086,跨行转入,2026-06-30 01:14:00,1,high
user_000086,添加银行卡,2026-06-30 01:11:00,2,high
user_000086,查交易明细,2026-06-30 01:08:00,3,high
user_000087,查还款结果,2026-06-30 04:23:00,1,high
user_000087,风险评估,2026-06-30 04:20:00,2,high
user_000087,查看黄金行情,2026-06-30 04:17:00,3,high
user_000088,大样本非近期高频_low_count_0088,2026-06-29 12:00:00,1,high
user_000088,查看基金净值,2026-06-29 11:54:00,2,high
user_000088,结构性存款,2026-06-29 11:51:00,3,high
user_000089,大样本非近期高频_low_lift_0449,2026-06-29 12:00:00,1,high
user_000089,大样本非近期高频_low_lift_0449,2026-06-29 11:00:00,2,high
user_000089,银行卡管理,2026-06-29 07:40:00,3,high
user_000090,大样本近期高频_0703,2026-06-29 12:10:00,1,high
user_000090,大样本近期高频_0703,2026-06-29 07:30:00,2,high
user_000090,查看基金净值,2026-06-28 06:10:00,3,high
user_000091,大样本非近期高频_low_lift_0201,2026-06-29 12:00:00,1,high
user_000091,大样本非近期高频_low_lift_0201,2026-06-29 11:00:00,2,high
user_000091,添加银行卡,2026-06-28 22:12:00,3,high
user_000092,大样本非近期高频_low_concentration_0422,2026-06-29 12:00:00,1,high
user_000092,快捷支付,2026-06-29 11:26:00,2,high
user_000092,查交易结果,2026-06-29 11:23:00,3,high
user_000093,预约网点取号,2026-06-29 18:36:00,1,high
user_000093,添加银行卡,2026-06-29 18:33:00,2,high
user_000093,查看基金净值,2026-06-29 18:30:00,3,high
user_000094,大样本非近期高频_low_count_0192,2026-06-29 12:00:00,1,high
user_000094,大样本非近期高频_low_count_0192,2026-06-29 11:00:00,2,high
user_000094,大样本非近期高频_low_count_0192,2026-06-28 10:00:00,3,high
user_000095,查交易结果,2026-06-30 06:39:00,1,high
user_000095,跨行转入,2026-06-30 06:36:00,2,high
user_000095,结构性存款,2026-06-30 06:33:00,3,high
user_000096,大样本周期_weekly_0393,2026-06-30 06:12:00,1,high
user_000096,短信验证,2026-06-30 02:20:00,2,high
user_000096,预约网点取号,2026-06-30 02:17:00,3,high
user_000097,查看理财产品,2026-06-29 14:45:00,1,high
user_000097,查看基金净值,2026-06-29 14:42:00,2,high
user_000097,大样本近期高频_0777,2026-06-29 12:47:00,3,high
user_000098,大样本非近期高频_low_lift_0217,2026-06-29 12:00:00,1,high
user_000098,查银行卡,2026-06-29 11:37:00,2,high
user_000098,风险评估,2026-06-29 11:34:00,3,high
user_000099,短信验证,2026-06-29 22:26:00,1,high
user_000099,风险评估,2026-06-29 22:23:00,2,high
user_000099,大样本近期高频_0799,2026-06-29 12:06:00,3,high
user_000100,查看理财产品,2026-06-29 19:42:00,1,high
user_000100,添加银行卡,2026-06-29 19:39:00,2,high
user_000100,大样本近期高频_0110,2026-06-29 12:26:00,3,high
user_000101,结构性存款,2026-06-30 05:19:00,1,high
user_000101,查还款结果,2026-06-30 05:16:00,2,high
user_000101,预约网点取号,2026-06-30 05:13:00,3,high
user_000102,收款码,2026-06-29 23:49:00,1,high
user_000102,查交易结果,2026-06-29 23:46:00,2,high
user_000102,大样本近期高频_0583,2026-06-29 12:19:00,3,high
user_000103,查看理财产品,2026-06-29 14:46:00,1,high
user_000103,快捷支付,2026-06-29 14:43:00,2,high
user_000103,大样本近期高频_0523,2026-06-29 12:43:00,3,high
user_000104,查还款结果,2026-06-29 06:14:00,1,high
user_000104,预约网点取号,2026-06-29 06:11:00,2,high
user_000104,查账户明细,2026-06-28 18:47:00,3,high
user_000105,跨行转入,2026-06-30 05:29:00,1,high
user_000105,查交易结果,2026-06-30 05:26:00,2,high
user_000105,结构性存款,2026-06-30 05:23:00,3,high
user_000106,大样本近期高频_0369,2026-06-29 12:45:00,1,high
user_000106,大样本近期高频_0369,2026-06-29 07:31:00,2,high
user_000106,查银行卡,2026-06-28 16:49:00,3,high
user_000107,大样本近期高频_0365,2026-06-29 12:55:00,1,high
user_000107,大样本近期高频_0365,2026-06-29 07:38:00,2,high
user_000107,银行卡管理,2026-06-28 16:29:00,3,high
user_000108,快捷支付,2026-06-29 23:08:00,1,high
user_000108,查看理财产品,2026-06-29 23:05:00,2,high
user_000108,添加银行卡,2026-06-29 23:02:00,3,high
user_000109,快捷支付,2026-06-29 14:53:00,1,high
user_000109,收款码,2026-06-29 14:50:00,2,high
user_000109,查账户明细,2026-06-29 14:47:00,3,high
user_000110,大样本非近期高频_low_concentration_0258,2026-06-29 12:00:00,1,high
user_000110,大样本非近期高频_low_concentration_0258,2026-06-29 11:00:00,2,high
user_000110,大样本非近期高频_low_concentration_0258,2026-06-28 10:00:00,3,high
user_000111,查账户明细,2026-06-30 03:41:00,1,high
user_000111,查看黄金行情,2026-06-30 03:38:00,2,high
user_000111,收款码,2026-06-28 17:06:00,3,high
user_000112,快捷支付,2026-06-30 07:53:00,1,high
user_000112,风险评估,2026-06-30 07:50:00,2,high
user_000112,查还款结果,2026-06-30 07:47:00,3,high
user_000113,大样本近期高频_0295,2026-06-29 12:01:00,1,high
user_000113,大样本近期高频_0295,2026-06-29 07:13:00,2,high
user_000113,风险评估,2026-06-29 06:52:00,3,high
user_000114,查看基金净值,2026-06-30 07:23:00,1,high
user_000114,查看黄金行情,2026-06-30 07:20:00,2,high
user_000114,大样本周期_daily_0840,2026-06-30 05:13:00,3,high
user_000115,大样本周期_daily_0968,2026-06-30 05:13:00,1,high
user_000115,大样本近期高频_0568,2026-06-29 12:25:00,2,high
user_000115,大样本近期高频_0568,2026-06-29 07:04:00,3,high
user_000116,结构性存款,2026-06-29 20:08:00,1,high
user_000116,查看黄金行情,2026-06-29 20:05:00,2,high
user_000116,大样本非近期高频_low_concentration_0550,2026-06-29 12:00:00,3,high
user_000117,大样本周期_daily_0848,2026-06-30 05:13:00,1,high
user_000117,查看基金净值,2026-06-30 04:41:00,2,high
user_000117,短信验证,2026-06-30 04:38:00,3,high
user_000118,大样本周期_daily_0652,2026-06-30 05:12:00,1,high
user_000118,大样本近期高频_0252,2026-06-29 12:33:00,2,high
user_000118,大样本近期高频_0252,2026-06-29 07:23:00,3,high
user_000119,查账户明细,2026-06-30 11:28:00,1,high
user_000119,短信验证,2026-06-30 11:25:00,2,high
user_000119,大样本非近期高频_low_count_0428,2026-06-29 12:00:00,3,high
user_000120,大样本近期高频_0571,2026-06-29 12:45:00,1,high
user_000120,大样本近期高频_0571,2026-06-29 07:39:00,2,high
user_000120,查交易明细,2026-06-29 01:23:00,3,high
user_000121,大样本近期高频_0529,2026-06-29 12:38:00,1,high
user_000121,大样本近期高频_0529,2026-06-29 07:38:00,2,high
user_000121,大样本近期高频_0529,2026-06-28 02:42:00,3,high
user_000122,预约网点取号,2026-06-30 11:09:00,1,high
user_000122,添加银行卡,2026-06-30 11:06:00,2,high
user_000122,大样本周期_interval_0239,2026-06-28 18:12:00,3,high
user_000123,大样本非近期高频_long_term_high_freq_0475,2026-06-29 12:00:00,1,high
user_000123,查看理财产品,2026-06-29 11:07:00,2,high
user_000123,收款码,2026-06-29 11:04:00,3,high
user_000124,查还款结果,2026-06-29 02:38:00,1,high
user_000124,查交易明细,2026-06-29 02:35:00,2,high
user_000124,跨行转入,2026-06-29 02:32:00,3,high
user_000125,大样本非近期高频_low_concentration_0530,2026-06-29 12:00:00,1,high
user_000125,大样本非近期高频_low_concentration_0530,2026-06-29 11:00:00,2,high
user_000125,跨行转入,2026-06-28 23:24:00,3,high
user_000126,查银行卡,2026-06-30 06:39:00,1,high
user_000126,查交易结果,2026-06-30 06:36:00,2,high
user_000126,结构性存款,2026-06-30 06:33:00,3,high
user_000127,大样本非近期高频_long_term_high_freq_0327,2026-06-29 12:00:00,1,high
user_000127,大样本非近期高频_long_term_high_freq_0327,2026-06-29 11:00:00,2,high
user_000127,银行卡管理,2026-06-29 03:18:00,3,high
user_000128,大样本非近期高频_low_concentration_0314,2026-06-29 12:00:00,1,high
user_000128,大样本非近期高频_low_concentration_0314,2026-06-29 11:00:00,2,high
user_000128,大样本非近期高频_low_concentration_0314,2026-06-28 10:00:00,3,high
user_000129,大样本周期_daily_0192,2026-06-30 05:13:00,1,high
user_000129,大样本周期_daily_0192,2026-06-29 05:12:00,2,high
user_000129,预约网点取号,2026-06-28 20:54:00,3,high
user_000130,大样本周期_daily_0484,2026-06-30 05:12:00,1,high
user_000130,买黄金,2026-06-30 02:19:00,2,high
user_000130,结构性存款,2026-06-30 02:16:00,3,high
user_000131,查银行卡,2026-06-30 09:52:00,1,high
user_000131,查看基金净值,2026-06-30 09:49:00,2,high
user_000131,大样本近期高频_0487,2026-06-29 12:20:00,3,high
user_000132,查看黄金行情,2026-06-30 09:50:00,1,high
user_000132,买黄金,2026-06-30 09:47:00,2,high
user_000132,大样本非近期高频_low_count_0340,2026-06-29 12:00:00,3,high
user_000133,大样本非近期高频_low_lift_0213,2026-06-29 12:00:00,1,high
user_000133,大样本非近期高频_low_lift_0213,2026-06-29 11:00:00,2,high
user_000133,大样本非近期高频_low_lift_0213,2026-06-28 10:00:00,3,high
user_000134,买黄金,2026-06-30 10:07:00,1,high
user_000134,查交易明细,2026-06-30 10:04:00,2,high
user_000134,查看理财产品,2026-06-30 10:01:00,3,high
user_000135,查交易明细,2026-06-30 07:03:00,1,high
user_000135,银行卡管理,2026-06-30 07:00:00,2,high
user_000135,结构性存款,2026-06-29 20:39:00,3,high
user_000136,查账户明细,2026-06-30 08:43:00,1,high
user_000136,银行卡管理,2026-06-30 08:40:00,2,high
user_000136,预约网点取号,2026-06-30 08:37:00,3,high
user_000137,大样本近期高频_0614,2026-06-29 12:05:00,1,high
user_000137,大样本近期高频_0614,2026-06-29 07:31:00,2,high
user_000137,大样本近期高频_0614,2026-06-28 02:25:00,3,high
user_000138,查还款结果,2026-06-29 16:51:00,1,high
user_000138,添加银行卡,2026-06-29 16:48:00,2,high
user_000138,收款码,2026-06-29 16:45:00,3,high
user_000139,查账户明细,2026-06-30 10:29:00,1,high
user_000139,快捷支付,2026-06-30 10:26:00,2,high
user_000139,大样本非近期高频_low_concentration_0030,2026-06-29 12:00:00,3,high
user_000140,大样本近期高频_0425,2026-06-29 12:09:00,1,high
user_000140,大样本近期高频_0425,2026-06-29 07:36:00,2,high
user_000140,查看黄金行情,2026-06-29 03:06:00,3,high
user_000141,查银行卡,2026-06-28 00:45:00,1,high
user_000141,风险评估,2026-06-28 00:42:00,2,high
user_000141,查看基金净值,2026-06-26 10:22:00,3,high
user_000142,查交易明细,2026-06-30 10:04:00,1,high
user_000142,查还款结果,2026-06-30 10:01:00,2,high
user_000142,大样本周期_daily_0880,2026-06-30 05:13:00,3,high
user_000143,大样本非近期高频_low_concentration_0122,2026-06-29 12:00:00,1,high
user_000143,大样本非近期高频_low_concentration_0122,2026-06-29 11:00:00,2,high
user_000143,大样本非近期高频_low_concentration_0122,2026-06-28 10:00:00,3,high
user_000144,大样本非近期高频_low_concentration_0338,2026-06-29 12:00:00,1,high
user_000144,大样本非近期高频_low_concentration_0338,2026-06-29 11:00:00,2,high
user_000144,大样本非近期高频_low_concentration_0338,2026-06-28 10:00:00,3,high
user_000145,大样本非近期高频_long_term_high_freq_0735,2026-06-29 12:00:00,1,high
user_000145,大样本非近期高频_long_term_high_freq_0735,2026-06-29 11:00:00,2,high
user_000145,快捷支付,2026-06-29 04:13:00,3,high
user_000146,查看黄金行情,2026-06-30 09:04:00,1,high
user_000146,查还款结果,2026-06-30 09:01:00,2,high
user_000146,大样本周期_daily_0496,2026-06-30 05:13:00,3,high
user_000147,查看黄金行情,2026-06-28 00:35:00,1,high
