user_id,action_name,event_count,active_days,first_time,last_time,user_total_event_count,frequency_share,observation_days,avg_monthly_count,rank
user_000007,大样本周期_interval_0315,7,7,2026-03-31 18:05:00,2026-06-17 18:11:00,144,0.048611,278.039583,0.755288,4
user_000007,查看理财产品,7,7,2025-09-25 11:03:00,2026-06-05 06:39:00,144,0.048611,278.039583,0.755288,5
user_000008,大样本非近期高频_long_term_high_freq_0295,30,25,2026-06-02 20:42:00,2026-06-29 12:00:00,135,0.222222,363.152083,2.478301,1
user_000008,快捷支付,9,9,2026-03-11 16:10:00,2026-06-29 15:06:00,135,0.066667,363.152083,0.74349,2
user_000008,买黄金,9,9,2025-07-02 08:27:00,2026-06-24 02:07:00,135,0.066667,363.152083,0.74349,3
user_000008,短信验证,8,8,2026-04-05 02:10:00,2026-06-28 06:45:00,135,0.059259,363.152083,0.66088,4
user_000008,结构性存款,7,7,2026-03-16 13:51:00,2026-06-27 02:09:00,135,0.051852,363.152083,0.57827,5
user_000009,查银行卡,10,10,2025-09-24 08:18:00,2026-06-20 18:21:00,118,0.084746,327.952778,0.914766,1
user_000009,查还款结果,7,7,2025-08-17 01:09:00,2026-06-22 12:20:00,118,0.059322,327.952778,0.640336,2
user_000009,查交易结果,7,7,2025-08-06 13:14:00,2026-06-21 18:51:00,118,0.059322,327.952778,0.640336,3
user_000009,大样本近期高频_0607,7,6,2026-06-15 12:24:00,2026-06-29 12:30:00,118,0.059322,327.952778,0.640336,4
user_000009,买黄金,6,6,2025-09-24 08:15:00,2026-06-24 02:38:00,118,0.050847,327.952778,0.54886,5
user_000010,查还款结果,7,7,2025-11-17 14:05:00,2026-06-11 14:05:00,82,0.085366,321.497917,0.653192,1
user_000010,结构性存款,6,6,2025-11-17 14:08:00,2026-06-16 02:06:00,82,0.073171,321.497917,0.559879,2
user_000010,买黄金,6,6,2025-08-13 00:03:00,2026-06-13 16:50:00,82,0.073171,321.497917,0.559879,3
user_000010,查账户明细,5,5,2026-02-21 15:24:00,2026-06-13 16:44:00,82,0.060976,321.497917,0.466566,4
user_000010,银行卡管理,4,4,2026-02-10 07:45:00,2026-06-26 13:31:00,82,0.04878,321.497917,0.373253,5
user_000011,查交易结果,9,9,2025-11-02 08:42:00,2026-06-15 12:43:00,108,0.083333,316.2875,0.853654,1
user_000011,结构性存款,8,8,2025-11-06 23:50:00,2026-06-30 00:38:00,108,0.074074,316.2875,0.758803,2
user_000011,查看黄金行情,8,8,2025-08-22 23:27:00,2026-06-14 04:11:00,108,0.074074,316.2875,0.758803,3
user_000011,预约网点取号,6,6,2025-10-25 21:10:00,2026-06-30 00:44:00,108,0.055556,316.2875,0.569102,4
user_000011,查交易明细,6,6,2025-08-18 05:06:00,2026-06-26 04:51:00,108,0.055556,316.2875,0.569102,5
user_000012,大样本固定时段_evening_0319,10,10,2025-07-31 21:56:00,2026-06-16 18:47:00,168,0.059524,352.775694,0.850399,1
user_000012,查交易明细,9,9,2025-08-25 15:14:00,2026-06-29 12:06:00,168,0.053571,352.775694,0.765359,2
user_000012,大样本近期高频_0119,9,6,2026-06-15 12:16:00,2026-06-29 12:00:00,168,0.053571,352.775694,0.765359,3
user_000012,快捷支付,8,8,2025-09-09 04:26:00,2026-06-27 19:31:00,168,0.047619,352.775694,0.680319,4
user_000012,查还款结果,8,8,2026-01-05 01:27:00,2026-06-27 19:28:00,168,0.047619,352.775694,0.680319,5
user_000013,风险评估,11,11,2025-09-05 01:09:00,2026-06-28 03:24:00,131,0.083969,299.845139,1.100568,1
user_000013,结构性存款,10,10,2025-09-22 00:33:00,2026-06-27 10:14:00,131,0.076336,299.845139,1.000516,2
user_000013,查还款结果,10,10,2025-10-08 20:55:00,2026-06-27 10:11:00,131,0.076336,299.845139,1.000516,3
user_000013,预约网点取号,10,10,2025-09-22 00:30:00,2026-06-16 15:06:00,131,0.076336,299.845139,1.000516,4
user_000013,查银行卡,9,9,2025-09-14 08:14:00,2026-06-30 10:12:00,131,0.068702,299.845139,0.900465,5
user_000014,买黄金,11,11,2025-11-25 02:47:00,2026-06-27 01:46:00,164,0.067073,349.31875,0.944696,1
user_000014,跨行转入,10,10,2026-01-15 14:34:00,2026-06-29 21:45:00,164,0.060976,349.31875,0.858814,2
user_000014,大样本固定时段_afternoon_0366,10,10,2025-08-03 15:04:00,2026-06-19 12:57:00,164,0.060976,349.31875,0.858814,3
user_000014,查账户明细,8,8,2026-01-15 14:31:00,2026-06-21 17:25:00,164,0.04878,349.31875,0.687052,4
user_000014,查交易明细,8,8,2025-07-22 13:44:00,2026-06-20 00:33:00,164,0.04878,349.31875,0.687052,5
user_000015,大样本非近期高频_long_term_high_freq_0675,30,25,2026-06-02 20:25:00,2026-06-29 12:00:00,136,0.220588,363.101389,2.478647,1
user_000015,结构性存款,10,10,2025-09-22 09:01:00,2026-06-25 13:37:00,136,0.073529,363.101389,0.826216,2
user_000015,银行卡管理,10,10,2026-02-12 01:18:00,2026-06-24 02:11:00,136,0.073529,363.101389,0.826216,3
user_000015,短信验证,9,9,2026-01-17 21:37:00,2026-06-29 10:09:00,136,0.066176,363.101389,0.743594,4
user_000015,查账户明细,8,8,2025-07-02 09:34:00,2026-06-20 02:29:00,136,0.058824,363.101389,0.660972,5
user_000016,大样本近期高频_0409,9,6,2026-06-15 12:35:00,2026-06-29 12:12:00,128,0.070312,327.660417,0.824024,1
user_000016,查银行卡,8,8,2026-01-16 22:00:00,2026-06-29 20:07:00,128,0.0625,327.660417,0.732466,2
user_000016,查看基金净值,8,8,2025-10-27 09:16:00,2026-06-29 20:04:00,128,0.0625,327.660417,0.732466,3
user_000016,查看理财产品,8,8,2025-10-05 22:10:00,2026-06-28 03:27:00,128,0.0625,327.660417,0.732466,4
user_000016,大样本周期_weekly_0809,8,8,2026-05-08 06:05:00,2026-06-26 06:12:00,128,0.0625,327.660417,0.732466,5
user_000017,买黄金,10,10,2025-10-14 09:13:00,2026-06-25 18:10:00,117,0.08547,338.360417,0.886629,1
user_000017,大样本固定时段_morning_0877,10,10,2025-08-02 09:54:00,2026-06-18 06:25:00,117,0.08547,338.360417,0.886629,2
user_000017,查看基金净值,9,9,2025-10-17 00:39:00,2026-06-29 10:51:00,117,0.076923,338.360417,0.797966,3
user_000017,跨行转入,8,8,2026-03-24 20:18:00,2026-06-28 20:35:00,117,0.068376,338.360417,0.709303,4
user_000017,短信验证,7,7,2025-12-02 21:30:00,2026-06-24 15:40:00,117,0.059829,338.360417,0.62064,5
user_000018,大样本非近期高频_low_concentration_0794,12,11,2026-06-15 01:32:00,2026-06-29 12:00:00,128,0.09375,325.779861,1.105041,1
user_000018,大样本非固定时段_low_share_0794,11,11,2026-01-06 12:12:00,2026-06-20 12:02:00,128,0.085938,325.779861,1.012954,2
user_000018,查看理财产品,9,9,2025-10-08 02:24:00,2026-06-25 13:21:00,128,0.070312,325.779861,0.828781,3
user_000018,查交易结果,9,9,2025-08-13 07:03:00,2026-06-17 09:35:00,128,0.070312,325.779861,0.828781,4
user_000018,查交易明细,8,8,2025-08-08 17:17:00,2026-06-29 15:42:00,128,0.0625,325.779861,0.736694,5
user_000019,大样本非近期高频_low_concentration_0742,12,11,2026-06-15 01:54:00,2026-06-29 12:00:00,111,0.108108,357.533333,1.006899,1
user_000019,快捷支付,8,8,2026-02-17 15:34:00,2026-06-28 04:04:00,111,0.072072,357.533333,0.671266,2
user_000019,风险评估,7,7,2025-08-11 17:06:00,2026-06-26 22:38:00,111,0.063063,357.533333,0.587358,3
user_000019,结构性存款,7,7,2026-01-07 16:20:00,2026-06-20 09:09:00,111,0.063063,357.533333,0.587358,4
user_000019,添加银行卡,6,6,2025-09-05 09:48:00,2026-06-27 19:27:00,111,0.054054,357.533333,0.50345,5
user_000020,查看理财产品,11,11,2025-08-22 00:20:00,2026-06-18 01:25:00,138,0.07971,316.9375,1.041215,1
user_000020,添加银行卡,10,10,2025-09-03 17:07:00,2026-06-28 15:10:00,138,0.072464,316.9375,0.946559,2
user_000020,查账户明细,10,10,2025-12-27 10:40:00,2026-06-24 10:34:00,138,0.072464,316.9375,0.946559,3
user_000020,风险评估,10,10,2025-08-17 13:33:00,2026-06-13 13:17:00,138,0.072464,316.9375,0.946559,4
user_000020,查还款结果,9,9,2025-12-14 00:40:00,2026-06-28 15:13:00,138,0.065217,316.9375,0.851903,5
user_000021,大样本非固定时段_low_share_0116,11,11,2026-01-06 00:06:00,2026-06-20 00:04:00,132,0.083333,362.644444,0.909982,1
user_000021,跨行转入,10,10,2025-07-29 01:39:00,2026-06-23 06:25:00,132,0.075758,362.644444,0.827257,2
user_000021,添加银行卡,8,8,2025-07-02 20:35:00,2026-06-27 09:26:00,132,0.060606,362.644444,0.661805,3
user_000021,查银行卡,7,7,2025-12-27 04:34:00,2026-06-29 09:48:00,132,0.05303,362.644444,0.57908,4
user_000021,银行卡管理,7,7,2025-07-29 01:42:00,2026-06-29 09:42:00,132,0.05303,362.644444,0.57908,5
user_000022,跨行转入,10,10,2025-07-07 09:38:00,2026-06-29 13:55:00,135,0.074074,358.102778,0.837748,1
user_000022,预约网点取号,10,10,2025-08-20 09:40:00,2026-06-29 13:52:00,135,0.074074,358.102778,0.837748,2
user_000022,查交易明细,10,10,2025-08-29 02:29:00,2026-06-29 13:49:00,135,0.074074,358.102778,0.837748,3
user_000022,大样本周期_daily_0904,9,9,2026-06-22 05:05:00,2026-06-30 05:13:00,135,0.066667,358.102778,0.753973,4
user_000022,查看黄金行情,8,8,2026-01-15 02:04:00,2026-06-27 06:29:00,135,0.059259,358.102778,0.670199,5
user_000023,添加银行卡,11,11,2025-10-01 07:33:00,2026-06-12 17:52:00,178,0.061798,357.306944,0.923576,1
user_000023,银行卡管理,10,10,2025-09-18 07:46:00,2026-06-30 11:38:00,178,0.05618,357.306944,0.839614,2
user_000023,查交易结果,10,10,2025-07-08 04:41:00,2026-06-23 05:21:00,178,0.05618,357.306944,0.839614,3
user_000023,大样本固定时段_afternoon_0078,10,10,2025-08-01 15:01:00,2026-06-17 12:05:00,178,0.05618,357.306944,0.839614,4
user_000023,查看理财产品,9,9,2025-07-08 04:38:00,2026-06-27 22:53:00,178,0.050562,357.306944,0.755653,5
user_000024,大样本非近期高频_low_lift_0189,10,9,2026-06-17 11:56:00,2026-06-29 12:00:00,146,0.068493,359.556944,0.83436,1
user_000024,查交易结果,9,9,2025-11-21 20:22:00,2026-06-28 08:21:00,146,0.061644,359.556944,0.750924,2
user_000024,快捷支付,9,9,2025-10-16 18:17:00,2026-06-28 08:18:00,146,0.061644,359.556944,0.750924,3
user_000024,添加银行卡,8,8,2025-07-05 22:44:00,2026-06-26 17:36:00,146,0.054795,359.556944,0.667488,4
user_000024,查账户明细,8,8,2025-08-22 05:10:00,2026-06-26 17:33:00,146,0.054795,359.556944,0.667488,5
user_000025,短信验证,10,10,2025-07-09 15:08:00,2026-06-29 14:45:00,144,0.069444,355.871528,0.843001,1
user_000025,跨行转入,10,10,2026-01-10 10:36:00,2026-06-28 05:44:00,144,0.069444,355.871528,0.843001,2
user_000025,查银行卡,9,9,2026-01-10 10:39:00,2026-06-28 05:47:00,144,0.0625,355.871528,0.758701,3
user_000025,买黄金,9,9,2025-12-26 23:15:00,2026-06-21 14:36:00,144,0.0625,355.871528,0.758701,4
user_000025,大样本周期_daily_0164,8,8,2026-06-22 05:05:00,2026-06-30 05:12:00,144,0.055556,355.871528,0.674401,5
user_000026,大样本非近期高频_long_term_high_freq_0527,30,25,2026-06-02 20:00:00,2026-06-29 12:00:00,131,0.229008,363.978472,2.472674,1
user_000026,大样本非固定时段_low_share_0527,11,11,2026-01-06 18:09:00,2026-06-20 18:04:00,131,0.083969,363.978472,0.906647,2
user_000026,收款码,9,9,2025-07-01 12:31:00,2026-06-12 16:34:00,131,0.068702,363.978472,0.741802,3
user_000026,快捷支付,7,7,2025-11-14 17:31:00,2026-06-16 22:46:00,131,0.053435,363.978472,0.576957,4
user_000026,风险评估,6,6,2026-02-11 13:51:00,2026-06-29 10:34:00,131,0.045802,363.978472,0.494535,5
user_000027,大样本非近期高频_long_term_high_freq_0739,30,25,2026-06-02 20:29:00,2026-06-29 12:00:00,129,0.232558,341.229167,2.637524,1
user_000027,银行卡管理,10,10,2025-10-03 01:40:00,2026-06-16 20:18:00,129,0.077519,341.229167,0.879175,2
user_000027,短信验证,8,8,2026-01-10 18:20:00,2026-06-27 05:24:00,129,0.062016,341.229167,0.70334,3
user_000027,查账户明细,8,8,2025-07-24 06:30:00,2026-06-19 22:17:00,129,0.062016,341.229167,0.70334,4
user_000027,查银行卡,7,7,2025-12-24 03:25:00,2026-06-21 15:37:00,129,0.054264,341.229167,0.615422,5
user_000028,大样本周期_daily_0476,8,8,2026-06-22 05:05:00,2026-06-30 05:12:00,124,0.064516,336.606944,0.712998,1
user_000028,查交易明细,8,8,2025-07-28 21:29:00,2026-06-21 13:18:00,124,0.064516,336.606944,0.712998,2
user_000028,查银行卡,7,7,2025-07-28 21:26:00,2026-06-19 13:21:00,124,0.056452,336.606944,0.623873,3
user_000028,风险评估,6,6,2025-12-16 16:34:00,2026-06-25 22:25:00,124,0.048387,336.606944,0.534748,4
user_000028,大样本固定时段_early_morning_0276,6,6,2026-02-08 01:46:00,2026-06-19 00:00:00,124,0.048387,336.606944,0.534748,5
user_000029,查账户明细,10,10,2025-09-20 23:33:00,2026-06-28 12:51:00,169,0.059172,363.284722,0.825799,1
user_000029,大样本固定时段_evening_0111,10,10,2025-08-03 21:16:00,2026-06-19 18:22:00,169,0.059172,363.284722,0.825799,2
user_000029,买黄金,9,9,2026-01-12 10:29:00,2026-06-26 22:49:00,169,0.053254,363.284722,0.743219,3
user_000029,查看理财产品,9,9,2025-07-02 05:10:00,2026-06-14 09:16:00,169,0.053254,363.284722,0.743219,4
user_000029,查银行卡,8,8,2026-01-24 03:05:00,2026-06-30 07:36:00,169,0.047337,363.284722,0.660639,5
user_000030,查还款结果,14,14,2025-11-14 12:49:00,2026-06-30 11:21:00,133,0.105263,351.559722,1.194676,1
user_000030,大样本非近期高频_low_lift_0345,10,9,2026-06-17 11:58:00,2026-06-29 12:00:00,133,0.075188,351.559722,0.85334,2
user_000030,查看黄金行情,9,9,2025-07-24 23:14:00,2026-06-26 20:18:00,133,0.067669,351.559722,0.768006,3
user_000030,添加银行卡,9,9,2026-01-25 02:26:00,2026-06-25 05:27:00,133,0.067669,351.559722,0.768006,4
user_000030,跨行转入,7,7,2025-11-14 12:52:00,2026-06-26 20:15:00,133,0.052632,351.559722,0.597338,5
user_000031,买黄金,9,9,2025-07-14 00:19:00,2026-06-25 13:08:00,122,0.07377,362.988194,0.743826,1
user_000031,风险评估,9,9,2025-11-13 23:40:00,2026-06-24 21:06:00,122,0.07377,362.988194,0.743826,2
user_000031,跨行转入,8,8,2026-01-06 14:52:00,2026-06-29 18:17:00,122,0.065574,362.988194,0.661179,3
user_000031,查账户明细,8,8,2025-11-14 09:22:00,2026-06-29 18:14:00,122,0.065574,362.988194,0.661179,4
user_000031,查还款结果,7,7,2025-12-17 19:07:00,2026-06-16 22:08:00,122,0.057377,362.988194,0.578531,5
user_000032,大样本非近期高频_low_concentration_0130,12,11,2026-06-15 01:45:00,2026-06-29 12:00:00,118,0.101695,354.314583,1.016046,1
user_000032,查看理财产品,8,8,2025-07-11 04:30:00,2026-06-27 22:27:00,118,0.067797,354.314583,0.677364,2
user_000032,预约网点取号,8,8,2025-08-24 17:38:00,2026-06-22 19:21:00,118,0.067797,354.314583,0.677364,3
user_000032,收款码,7,7,2025-07-11 04:27:00,2026-06-30 01:21:00,118,0.059322,354.314583,0.592694,4
user_000032,银行卡管理,7,7,2025-08-14 20:44:00,2026-06-22 19:15:00,118,0.059322,354.314583,0.592694,5
user_000033,大样本非近期高频_long_term_high_freq_0671,30,25,2026-06-02 20:10:00,2026-06-29 12:00:00,151,0.198675,363.280556,2.477424,1
user_000033,大样本非固定时段_low_share_0671,11,11,2026-01-06 18:09:00,2026-06-20 18:05:00,151,0.072848,363.280556,0.908389,2
user_000033,收款码,11,11,2025-08-16 23:25:00,2026-06-18 15:35:00,151,0.072848,363.280556,0.908389,3
user_000033,查银行卡,9,9,2025-09-23 04:06:00,2026-06-26 07:32:00,151,0.059603,363.280556,0.743227,4
user_000033,短信验证,9,9,2025-07-02 05:16:00,2026-06-23 18:36:00,151,0.059603,363.280556,0.743227,5
user_000034,添加银行卡,8,8,2025-09-30 11:23:00,2026-06-27 12:44:00,138,0.057971,315.019444,0.761858,1
user_000034,预约网点取号,8,8,2025-10-23 08:05:00,2026-06-13 22:47:00,138,0.057971,315.019444,0.761858,2
user_000034,风险评估,8,8,2025-12-06 15:41:00,2026-06-09 22:38:00,138,0.057971,315.019444,0.761858,3
user_000034,查还款结果,7,7,2025-09-03 12:02:00,2026-06-28 15:24:00,138,0.050725,315.019444,0.666626,4
user_000034,买黄金,7,7,2025-09-03 12:08:00,2026-06-25 03:26:00,138,0.050725,315.019444,0.666626,5
user_000035,银行卡管理,8,8,2025-07-07 22:11:00,2026-06-29 12:40:00,111,0.072072,361.425694,0.664037,1
user_000035,结构性存款,8,8,2025-10-20 02:08:00,2026-06-21 14:33:00,111,0.072072,361.425694,0.664037,2
user_000035,添加银行卡,8,8,2025-07-04 01:53:00,2026-06-21 14:27:00,111,0.072072,361.425694,0.664037,3
user_000035,查交易结果,8,8,2025-07-04 01:47:00,2026-06-18 01:27:00,111,0.072072,361.425694,0.664037,4
user_000035,查还款结果,7,7,2026-06-03 08:47:00,2026-06-26 22:31:00,111,0.063063,361.425694,0.581032,5
user_000036,大样本固定时段_afternoon_0318,10,10,2025-08-01 15:53:00,2026-06-17 12:14:00,153,0.065359,332.838194,0.901339,1
user_000036,查看理财产品,9,9,2025-08-13 13:21:00,2026-06-25 12:47:00,153,0.058824,332.838194,0.811205,2
user_000036,查银行卡,8,8,2025-08-20 00:03:00,2026-06-28 20:20:00,153,0.052288,332.838194,0.721071,3
user_000036,查账户明细,8,8,2026-01-12 15:40:00,2026-06-26 13:28:00,153,0.052288,332.838194,0.721071,4
user_000036,预约网点取号,7,7,2025-12-02 02:34:00,2026-06-25 12:50:00,153,0.045752,332.838194,0.630937,5
user_000037,大样本非近期高频_long_term_high_freq_0315,30,25,2026-06-02 20:59:00,2026-06-29 12:00:00,136,0.220588,306.013889,2.941043,1
user_000037,结构性存款,8,8,2026-01-07 09:01:00,2026-06-29 17:44:00,136,0.058824,306.013889,0.784278,2
user_000037,预约网点取号,7,7,2025-09-29 21:42:00,2026-06-23 16:45:00,136,0.051471,306.013889,0.686243,3
user_000037,添加银行卡,7,7,2025-11-18 21:15:00,2026-06-19 05:31:00,136,0.051471,306.013889,0.686243,4
user_000037,银行卡管理,6,6,2025-11-18 21:18:00,2026-06-27 09:04:00,136,0.044118,306.013889,0.588209,5
user_000038,大样本近期高频_0539,9,6,2026-06-15 12:57:00,2026-06-29 12:26:00,111,0.081081,331.101389,0.81546,1
user_000038,预约网点取号,8,8,2025-08-05 08:15:00,2026-06-26 12:08:00,111,0.072072,331.101389,0.724853,2
user_000038,短信验证,8,8,2025-08-03 09:40:00,2026-06-16 18:15:00,111,0.072072,331.101389,0.724853,3
user_000038,大样本周期_interval_0939,7,7,2026-03-31 18:05:00,2026-06-17 18:11:00,111,0.063063,331.101389,0.634247,4
user_000038,查交易明细,7,7,2025-08-25 08:42:00,2026-06-08 17:43:00,111,0.063063,331.101389,0.634247,5
user_000039,预约网点取号,13,13,2026-05-16 14:40:00,2026-06-28 14:13:00,150,0.086667,335.522917,1.162365,1
user_000039,查看黄金行情,12,12,2025-10-27 11:41:00,2026-06-29 00:29:00,150,0.08,335.522917,1.072952,2
user_000039,查看理财产品,12,12,2025-10-05 09:09:00,2026-06-25 01:22:00,150,0.08,335.522917,1.072952,3
user_000039,查交易明细,8,8,2025-08-10 13:06:00,2026-06-26 10:47:00,150,0.053333,335.522917,0.715301,4
user_000039,查账户明细,8,8,2025-07-29 23:27:00,2026-06-18 21:49:00,150,0.053333,335.522917,0.715301,5
user_000040,大样本非近期高频_low_concentration_0430,12,11,2026-06-15 01:44:00,2026-06-29 12:00:00,124,0.096774,340.679167,1.056713,1
user_000040,查看基金净值,11,11,2025-08-11 13:36:00,2026-06-30 05:16:00,124,0.08871,340.679167,0.968653,2
user_000040,预约网点取号,7,7,2025-11-18 18:15:00,2026-06-28 18:45:00,124,0.056452,340.679167,0.616416,3
user_000040,查交易结果,7,7,2025-08-30 20:05:00,2026-06-28 18:42:00,124,0.056452,340.679167,0.616416,4
user_000040,收款码,7,7,2025-12-28 20:36:00,2026-06-27 23:04:00,124,0.056452,340.679167,0.616416,5
user_000041,快捷支付,10,10,2025-09-02 02:37:00,2026-06-30 03:13:00,155,0.064516,353.896528,0.847705,1
user_000041,大样本固定时段_evening_0287,10,10,2025-08-02 21:04:00,2026-06-18 18:48:00,155,0.064516,353.896528,0.847705,2
user_000041,大样本周期_interval_0487,8,8,2026-04-13 18:05:00,2026-06-29 18:12:00,155,0.051613,353.896528,0.678164,3
user_000041,结构性存款,7,7,2025-12-25 10:03:00,2026-06-30 03:16:00,155,0.045161,353.896528,0.593394,4
user_000041,预约网点取号,7,7,2025-08-23 15:17:00,2026-06-23 07:15:00,155,0.045161,353.896528,0.593394,5
user_000042,添加银行卡,13,13,2025-12-20 18:47:00,2026-06-29 09:47:00,133,0.097744,363.784028,1.072065,1
user_000042,查看理财产品,10,10,2025-07-01 17:14:00,2026-06-05 06:08:00,133,0.075188,363.784028,0.824665,2
user_000042,查交易明细,9,9,2025-07-27 00:30:00,2026-06-29 09:53:00,133,0.067669,363.784028,0.742199,3
user_000042,查交易结果,8,8,2025-09-02 07:08:00,2026-06-28 11:17:00,133,0.06015,363.784028,0.659732,4
user_000042,结构性存款,7,7,2025-07-01 17:11:00,2026-06-04 10:33:00,133,0.052632,363.784028,0.577266,5
user_000043,银行卡管理,10,10,2025-09-09 18:10:00,2026-06-30 02:35:00,128,0.078125,308.275694,0.973155,1
user_000043,查看黄金行情,9,9,2026-02-09 05:19:00,2026-06-30 02:32:00,128,0.070312,308.275694,0.875839,2
user_000043,大样本周期_daily_0036,8,8,2026-06-22 05:05:00,2026-06-30 05:12:00,128,0.0625,308.275694,0.778524,3
user_000043,查交易结果,7,7,2025-11-30 14:51:00,2026-06-29 02:47:00,128,0.054688,308.275694,0.681208,4
user_000043,结构性存款,7,7,2025-08-26 05:26:00,2026-06-18 11:15:00,128,0.054688,308.275694,0.681208,5
user_000044,查看理财产品,10,10,2025-10-11 04:44:00,2026-06-21 14:21:00,128,0.078125,360.955556,0.831127,1
user_000044,大样本非近期高频_low_lift_0093,10,9,2026-06-17 11:00:00,2026-06-29 12:00:00,128,0.078125,360.955556,0.831127,2
user_000044,预约网点取号,8,8,2025-12-06 02:10:00,2026-06-14 15:55:00,128,0.0625,360.955556,0.664902,3
user_000044,收款码,8,8,2025-10-11 04:41:00,2026-05-22 00:29:00,128,0.0625,360.955556,0.664902,4
user_000044,查看基金净值,7,7,2025-07-04 13:07:00,2026-06-29 05:50:00,128,0.054688,360.955556,0.581789,5
user_000045,大样本非近期高频_low_concentration_0406,12,11,2026-06-15 01:07:00,2026-06-29 12:00:00,125,0.096,362.194444,0.993941,1
user_000045,查看基金净值,9,9,2025-07-03 07:23:00,2026-06-26 07:42:00,125,0.072,362.194444,0.745456,2
user_000045,风险评估,7,7,2025-11-09 17:15:00,2026-06-30 11:10:00,125,0.056,362.194444,0.579799,3
user_000045,银行卡管理,7,7,2025-09-13 22:49:00,2026-06-29 09:16:00,125,0.056,362.194444,0.579799,4
