user_id,action_name,recent_count,time_window,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_148,申请贷款试算,8,7d,1,high_freq_059,0.168675,8,8,16.0,1.0,recent_7d_lift
user_111,上传收入证明,4,7d,1,high_freq_060,0.0,4,4,8.0,1.0,recent_7d_lift
user_069,购买旅行保险,5,7d,1,high_freq_061,0.084337,5,5,10.0,1.0,recent_7d_lift
user_165,上传收入证明,6,7d,1,high_freq_062,0.168675,6,6,12.0,1.0,recent_7d_lift
user_084,申请贷款试算,7,7d,1,high_freq_063,0.0,7,7,14.0,1.0,recent_7d_lift
user_131,购买旅行保险,8,7d,1,high_freq_064,0.084337,8,8,16.0,1.0,recent_7d_lift
user_127,申请贷款试算,4,7d,1,high_freq_065,0.168675,4,4,8.0,1.0,recent_7d_lift
user_134,申请贷款试算,5,7d,1,high_freq_066,0.0,5,5,10.0,1.0,recent_7d_lift
user_001,上传收入证明,6,7d,1,high_freq_067,0.084337,6,6,12.0,1.0,recent_7d_lift
user_143,购买旅行保险,7,7d,1,high_freq_068,0.168675,7,7,14.0,1.0,recent_7d_lift
user_183,查询汇率牌价,8,7d,1,high_freq_069,0.0,8,8,16.0,1.0,recent_7d_lift
user_089,申请贷款试算,4,7d,1,high_freq_070,0.084337,4,4,8.0,1.0,recent_7d_lift
user_012,开通快捷支付,5,7d,1,high_freq_071,0.168675,5,5,10.0,1.0,recent_7d_lift
user_030,申请贷款试算,6,7d,1,high_freq_072,0.0,6,6,12.0,1.0,recent_7d_lift
user_055,上传收入证明,7,7d,1,high_freq_073,0.084337,7,7,14.0,1.0,recent_7d_lift
user_153,购买旅行保险,8,7d,1,high_freq_074,0.168675,8,8,16.0,1.0,recent_7d_lift
user_054,购买旅行保险,4,7d,1,high_freq_075,0.0,4,4,8.0,1.0,recent_7d_lift
user_016,开通快捷支付,5,7d,1,high_freq_076,0.084337,5,5,10.0,1.0,recent_7d_lift
user_025,查询汇率牌价,6,7d,1,high_freq_077,0.168675,6,6,12.0,1.0,recent_7d_lift
user_209,购买旅行保险,7,7d,1,high_freq_078,0.0,7,7,14.0,1.0,recent_7d_lift
user_038,上传收入证明,8,7d,1,high_freq_079,0.084337,8,8,16.0,1.0,recent_7d_lift
user_049,查询汇率牌价,4,7d,1,high_freq_080,0.168675,4,4,8.0,1.0,recent_7d_lift
user_074,上传收入证明,5,7d,1,high_freq_081,0.0,5,5,10.0,1.0,recent_7d_lift
user_106,购买旅行保险,6,7d,1,high_freq_082,0.084337,6,6,12.0,1.0,recent_7d_lift
user_192,修改转账限额,7,7d,1,high_freq_083,0.168675,7,7,14.0,1.0,recent_7d_lift
user_091,购买旅行保险,8,7d,1,high_freq_084,0.0,8,8,16.0,1.0,recent_7d_lift
user_185,上传收入证明,4,7d,1,high_freq_085,0.084337,4,4,8.0,1.0,recent_7d_lift
user_204,购买旅行保险,5,7d,1,high_freq_086,0.168675,5,5,10.0,1.0,recent_7d_lift
user_108,申请贷款试算,6,7d,1,high_freq_087,0.0,6,6,12.0,1.0,recent_7d_lift
user_063,购买旅行保险,7,7d,1,high_freq_088,0.084337,7,7,14.0,1.0,recent_7d_lift
user_024,购买旅行保险,8,7d,1,high_freq_089,0.168675,8,8,16.0,1.0,recent_7d_lift
user_005,开通快捷支付,4,7d,1,high_freq_090,0.0,4,4,8.0,1.0,recent_7d_lift
user_027,上传收入证明,5,7d,1,high_freq_091,0.084337,5,5,10.0,1.0,recent_7d_lift
user_132,申请贷款试算,6,7d,1,high_freq_092,0.168675,6,6,12.0,1.0,recent_7d_lift
user_136,购买旅行保险,7,7d,1,high_freq_093,0.0,7,7,14.0,1.0,recent_7d_lift
user_094,开通快捷支付,8,7d,1,high_freq_094,0.084337,8,8,16.0,1.0,recent_7d_lift
user_216,购买旅行保险,4,7d,1,high_freq_095,0.168675,4,4,8.0,1.0,recent_7d_lift
user_052,申请贷款试算,5,7d,1,high_freq_096,0.0,5,5,10.0,1.0,recent_7d_lift
user_177,开通快捷支付,6,7d,1,high_freq_097,0.084337,6,6,12.0,1.0,recent_7d_lift
user_173,修改转账限额,7,7d,1,high_freq_098,0.168675,7,7,14.0,1.0,recent_7d_lift
user_023,上传收入证明,8,7d,1,high_freq_099,0.0,8,8,16.0,1.0,recent_7d_lift
