user_id,action_name,recent_count,time_window,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_000164,大样本近期高频_0071,5,last_7_days,1,large_high_freq_0071,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001648,大样本近期高频_0072,6,last_7_days,1,large_high_freq_0072,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000990,大样本近期高频_0073,7,last_7_days,1,large_high_freq_0073,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001324,大样本近期高频_0074,8,last_7_days,1,large_high_freq_0074,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001782,大样本近期高频_0075,4,last_7_days,1,large_high_freq_0075,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000028,大样本近期高频_0076,5,last_7_days,1,large_high_freq_0076,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001607,大样本近期高频_0077,6,last_7_days,1,large_high_freq_0077,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000134,大样本近期高频_0078,7,last_7_days,1,large_high_freq_0078,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001752,大样本近期高频_0079,8,last_7_days,1,large_high_freq_0079,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001388,大样本近期高频_0080,4,last_7_days,1,large_high_freq_0080,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000634,大样本近期高频_0081,5,last_7_days,1,large_high_freq_0081,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001370,大样本近期高频_0082,6,last_7_days,1,large_high_freq_0082,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000305,大样本近期高频_0083,7,last_7_days,1,large_high_freq_0083,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000130,大样本近期高频_0084,8,last_7_days,1,large_high_freq_0084,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001708,大样本近期高频_0085,4,last_7_days,1,large_high_freq_0085,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000521,大样本近期高频_0086,5,last_7_days,1,large_high_freq_0086,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000041,大样本近期高频_0087,6,last_7_days,1,large_high_freq_0087,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001499,大样本近期高频_0088,7,last_7_days,1,large_high_freq_0088,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001093,大样本近期高频_0089,8,last_7_days,1,large_high_freq_0089,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001065,大样本近期高频_0090,4,last_7_days,1,large_high_freq_0090,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000565,大样本近期高频_0091,5,last_7_days,1,large_high_freq_0091,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001523,大样本近期高频_0092,6,last_7_days,1,large_high_freq_0092,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001186,大样本近期高频_0093,7,last_7_days,1,large_high_freq_0093,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001821,大样本近期高频_0094,8,last_7_days,1,large_high_freq_0094,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000576,大样本近期高频_0095,4,last_7_days,1,large_high_freq_0095,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000146,大样本近期高频_0096,5,last_7_days,1,large_high_freq_0096,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000424,大样本近期高频_0097,6,last_7_days,1,large_high_freq_0097,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001064,大样本近期高频_0098,7,last_7_days,1,large_high_freq_0098,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001860,大样本近期高频_0099,8,last_7_days,1,large_high_freq_0099,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000345,大样本近期高频_0100,4,last_7_days,1,large_high_freq_0100,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000149,大样本近期高频_0101,5,last_7_days,1,large_high_freq_0101,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000874,大样本近期高频_0102,6,last_7_days,1,large_high_freq_0102,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001681,大样本近期高频_0103,7,last_7_days,1,large_high_freq_0103,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000757,大样本近期高频_0104,8,last_7_days,1,large_high_freq_0104,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001055,大样本近期高频_0105,4,last_7_days,1,large_high_freq_0105,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000208,大样本近期高频_0106,5,last_7_days,1,large_high_freq_0106,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000956,大样本近期高频_0107,6,last_7_days,1,large_high_freq_0107,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001731,大样本近期高频_0108,7,last_7_days,1,large_high_freq_0108,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001898,大样本近期高频_0109,8,last_7_days,1,large_high_freq_0109,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000100,大样本近期高频_0110,4,last_7_days,1,large_high_freq_0110,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000732,大样本近期高频_0111,5,last_7_days,1,large_high_freq_0111,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001640,大样本近期高频_0112,6,last_7_days,1,large_high_freq_0112,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000940,大样本近期高频_0113,7,last_7_days,1,large_high_freq_0113,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001750,大样本近期高频_0114,8,last_7_days,1,large_high_freq_0114,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000714,大样本近期高频_0115,4,last_7_days,1,large_high_freq_0115,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001890,大样本近期高频_0116,5,last_7_days,1,large_high_freq_0116,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000265,大样本近期高频_0117,6,last_7_days,1,large_high_freq_0117,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000036,大样本近期高频_0118,7,last_7_days,1,large_high_freq_0118,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000012,大样本近期高频_0119,8,last_7_days,1,large_high_freq_0119,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000535,大样本近期高频_0120,4,last_7_days,1,large_high_freq_0120,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001158,大样本近期高频_0121,5,last_7_days,1,large_high_freq_0121,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001438,大样本近期高频_0122,6,last_7_days,1,large_high_freq_0122,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001781,大样本近期高频_0123,7,last_7_days,1,large_high_freq_0123,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001133,大样本近期高频_0124,8,last_7_days,1,large_high_freq_0124,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001790,大样本近期高频_0125,4,last_7_days,1,large_high_freq_0125,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000488,大样本近期高频_0126,5,last_7_days,1,large_high_freq_0126,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001872,大样本近期高频_0127,6,last_7_days,1,large_high_freq_0127,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000055,大样本近期高频_0128,7,last_7_days,1,large_high_freq_0128,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001104,大样本近期高频_0129,8,last_7_days,1,large_high_freq_0129,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001940,大样本近期高频_0130,4,last_7_days,1,large_high_freq_0130,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001402,大样本近期高频_0131,5,last_7_days,1,large_high_freq_0131,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000414,大样本近期高频_0132,6,last_7_days,1,large_high_freq_0132,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001865,大样本近期高频_0133,7,last_7_days,1,large_high_freq_0133,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001968,大样本近期高频_0134,8,last_7_days,1,large_high_freq_0134,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001907,大样本近期高频_0135,4,last_7_days,1,large_high_freq_0135,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001162,大样本近期高频_0136,5,last_7_days,1,large_high_freq_0136,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000879,大样本近期高频_0137,6,last_7_days,1,large_high_freq_0137,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000279,大样本近期高频_0138,7,last_7_days,1,large_high_freq_0138,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000252,大样本近期高频_0139,8,last_7_days,1,large_high_freq_0139,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001285,大样本近期高频_0140,4,last_7_days,1,large_high_freq_0140,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000563,大样本近期高频_0141,5,last_7_days,1,large_high_freq_0141,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001398,大样本近期高频_0142,6,last_7_days,1,large_high_freq_0142,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001684,大样本近期高频_0143,7,last_7_days,1,large_high_freq_0143,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000628,大样本近期高频_0144,8,last_7_days,1,large_high_freq_0144,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000353,大样本近期高频_0145,4,last_7_days,1,large_high_freq_0145,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000299,大样本近期高频_0146,5,last_7_days,1,large_high_freq_0146,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000578,大样本近期高频_0147,6,last_7_days,1,large_high_freq_0147,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001809,大样本近期高频_0148,7,last_7_days,1,large_high_freq_0148,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001748,大样本近期高频_0149,8,last_7_days,1,large_high_freq_0149,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001460,大样本近期高频_0150,4,last_7_days,1,large_high_freq_0150,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000947,大样本近期高频_0151,5,last_7_days,1,large_high_freq_0151,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001450,大样本近期高频_0152,6,last_7_days,1,large_high_freq_0152,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000171,大样本近期高频_0153,7,last_7_days,1,large_high_freq_0153,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001127,大样本近期高频_0154,8,last_7_days,1,large_high_freq_0154,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001754,大样本近期高频_0155,4,last_7_days,1,large_high_freq_0155,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001295,大样本近期高频_0156,5,last_7_days,1,large_high_freq_0156,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000184,大样本近期高频_0157,6,last_7_days,1,large_high_freq_0157,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000722,大样本近期高频_0158,7,last_7_days,1,large_high_freq_0158,0.0,7,7,14.0,1.0,recent_frequency_increase
user_001553,大样本近期高频_0159,8,last_7_days,1,large_high_freq_0159,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000289,大样本近期高频_0160,4,last_7_days,1,large_high_freq_0160,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000617,大样本近期高频_0161,5,last_7_days,1,large_high_freq_0161,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000640,大样本近期高频_0162,6,last_7_days,1,large_high_freq_0162,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001823,大样本近期高频_0163,7,last_7_days,1,large_high_freq_0163,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001503,大样本近期高频_0164,8,last_7_days,1,large_high_freq_0164,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001520,大样本近期高频_0165,4,last_7_days,1,large_high_freq_0165,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000014,大样本近期高频_0166,5,last_7_days,1,large_high_freq_0166,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000199,大样本近期高频_0167,6,last_7_days,1,large_high_freq_0167,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000836,大样本近期高频_0168,7,last_7_days,1,large_high_freq_0168,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000998,大样本近期高频_0169,8,last_7_days,1,large_high_freq_0169,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000511,大样本近期高频_0170,4,last_7_days,1,large_high_freq_0170,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000295,大样本近期高频_0171,5,last_7_days,1,large_high_freq_0171,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000701,大样本近期高频_0172,6,last_7_days,1,large_high_freq_0172,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000245,大样本近期高频_0173,7,last_7_days,1,large_high_freq_0173,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_000382,大样本近期高频_0174,8,last_7_days,1,large_high_freq_0174,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001433,大样本近期高频_0175,4,last_7_days,1,large_high_freq_0175,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000510,大样本近期高频_0176,5,last_7_days,1,large_high_freq_0176,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001840,大样本近期高频_0177,6,last_7_days,1,large_high_freq_0177,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000278,大样本近期高频_0178,7,last_7_days,1,large_high_freq_0178,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000782,大样本近期高频_0179,8,last_7_days,1,large_high_freq_0179,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000554,大样本近期高频_0180,4,last_7_days,1,large_high_freq_0180,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001181,大样本近期高频_0181,5,last_7_days,1,large_high_freq_0181,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001137,大样本近期高频_0182,6,last_7_days,1,large_high_freq_0182,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000790,大样本近期高频_0183,7,last_7_days,1,large_high_freq_0183,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001050,大样本近期高频_0184,8,last_7_days,1,large_high_freq_0184,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000670,大样本近期高频_0185,4,last_7_days,1,large_high_freq_0185,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000690,大样本近期高频_0186,5,last_7_days,1,large_high_freq_0186,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001200,大样本近期高频_0187,6,last_7_days,1,large_high_freq_0187,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001567,大样本近期高频_0188,7,last_7_days,1,large_high_freq_0188,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000596,大样本近期高频_0189,8,last_7_days,1,large_high_freq_0189,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000376,大样本近期高频_0190,4,last_7_days,1,large_high_freq_0190,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000627,大样本近期高频_0191,5,last_7_days,1,large_high_freq_0191,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001007,大样本近期高频_0192,6,last_7_days,1,large_high_freq_0192,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000987,大样本近期高频_0193,7,last_7_days,1,large_high_freq_0193,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001762,大样本近期高频_0194,8,last_7_days,1,large_high_freq_0194,0.0,8,8,16.0,1.0,recent_frequency_increase
user_000320,大样本近期高频_0195,4,last_7_days,1,large_high_freq_0195,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_000439,大样本近期高频_0196,5,last_7_days,1,large_high_freq_0196,0.0,5,5,10.0,1.0,recent_frequency_increase
user_001146,大样本近期高频_0197,6,last_7_days,1,large_high_freq_0197,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_001563,大样本近期高频_0198,7,last_7_days,1,large_high_freq_0198,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000447,大样本近期高频_0199,8,last_7_days,1,large_high_freq_0199,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_001934,大样本近期高频_0200,4,last_7_days,1,large_high_freq_0200,0.0,4,4,8.0,1.0,recent_frequency_increase
user_000890,大样本近期高频_0201,5,last_7_days,1,large_high_freq_0201,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_001918,大样本近期高频_0202,6,last_7_days,1,large_high_freq_0202,0.0,6,6,12.0,1.0,recent_frequency_increase
user_000708,大样本近期高频_0203,7,last_7_days,1,large_high_freq_0203,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
user_001816,大样本近期高频_0204,8,last_7_days,1,large_high_freq_0204,0.0,8,8,16.0,1.0,recent_frequency_increase
user_001360,大样本近期高频_0205,4,last_7_days,1,large_high_freq_0205,0.3333333333333333,4,5,8.0,0.8,recent_frequency_increase
user_001603,大样本近期高频_0206,5,last_7_days,1,large_high_freq_0206,0.0,5,5,10.0,1.0,recent_frequency_increase
user_000051,大样本近期高频_0207,6,last_7_days,1,large_high_freq_0207,0.3333333333333333,6,7,12.0,0.857143,recent_frequency_increase
user_000594,大样本近期高频_0208,7,last_7_days,1,large_high_freq_0208,0.0,7,7,14.0,1.0,recent_frequency_increase
user_000844,大样本近期高频_0209,8,last_7_days,1,large_high_freq_0209,0.3333333333333333,8,9,16.0,0.888889,recent_frequency_increase
user_000166,大样本近期高频_0210,4,last_7_days,1,large_high_freq_0210,0.0,4,4,8.0,1.0,recent_frequency_increase
user_001405,大样本近期高频_0211,5,last_7_days,1,large_high_freq_0211,0.3333333333333333,5,6,10.0,0.833333,recent_frequency_increase
user_000226,大样本近期高频_0212,6,last_7_days,1,large_high_freq_0212,0.0,6,6,12.0,1.0,recent_frequency_increase
user_001671,大样本近期高频_0213,7,last_7_days,1,large_high_freq_0213,0.3333333333333333,7,8,14.0,0.875,recent_frequency_increase
