user_id,action_name,time_period,negative_type,positive_label,pattern_id,reason
user_001956,大样本非固定时段_low_count_0057,morning,low_count,0,large_time_period_negative_0057,should_not_be_time_period_task
user_001856,大样本非固定时段_low_active_days_0058,afternoon,low_active_days,0,large_time_period_negative_0058,should_not_be_time_period_task
user_001955,大样本非固定时段_low_share_0059,evening,low_share,0,large_time_period_negative_0059,should_not_be_time_period_task
user_000042,大样本非固定时段_low_count_0060,early_morning,low_count,0,large_time_period_negative_0060,should_not_be_time_period_task
user_001396,大样本非固定时段_low_active_days_0061,morning,low_active_days,0,large_time_period_negative_0061,should_not_be_time_period_task
user_000056,大样本非固定时段_low_share_0062,afternoon,low_share,0,large_time_period_negative_0062,should_not_be_time_period_task
user_001221,大样本非固定时段_low_count_0063,evening,low_count,0,large_time_period_negative_0063,should_not_be_time_period_task
user_000364,大样本非固定时段_low_active_days_0064,early_morning,low_active_days,0,large_time_period_negative_0064,should_not_be_time_period_task
user_000057,大样本非固定时段_low_share_0065,morning,low_share,0,large_time_period_negative_0065,should_not_be_time_period_task
user_000745,大样本非固定时段_low_count_0066,afternoon,low_count,0,large_time_period_negative_0066,should_not_be_time_period_task
user_000713,大样本非固定时段_low_active_days_0067,evening,low_active_days,0,large_time_period_negative_0067,should_not_be_time_period_task
user_001674,大样本非固定时段_low_share_0068,early_morning,low_share,0,large_time_period_negative_0068,should_not_be_time_period_task
user_001364,大样本非固定时段_low_count_0069,morning,low_count,0,large_time_period_negative_0069,should_not_be_time_period_task
user_000452,大样本非固定时段_low_active_days_0070,afternoon,low_active_days,0,large_time_period_negative_0070,should_not_be_time_period_task
user_001683,大样本非固定时段_low_share_0071,evening,low_share,0,large_time_period_negative_0071,should_not_be_time_period_task
user_001628,大样本非固定时段_low_count_0072,early_morning,low_count,0,large_time_period_negative_0072,should_not_be_time_period_task
user_000702,大样本非固定时段_low_active_days_0073,morning,low_active_days,0,large_time_period_negative_0073,should_not_be_time_period_task
user_000837,大样本非固定时段_low_share_0074,afternoon,low_share,0,large_time_period_negative_0074,should_not_be_time_period_task
user_001401,大样本非固定时段_low_count_0075,evening,low_count,0,large_time_period_negative_0075,should_not_be_time_period_task
user_000653,大样本非固定时段_low_active_days_0076,early_morning,low_active_days,0,large_time_period_negative_0076,should_not_be_time_period_task
user_001527,大样本非固定时段_low_share_0077,morning,low_share,0,large_time_period_negative_0077,should_not_be_time_period_task
user_000941,大样本非固定时段_low_count_0078,afternoon,low_count,0,large_time_period_negative_0078,should_not_be_time_period_task
user_000771,大样本非固定时段_low_active_days_0079,evening,low_active_days,0,large_time_period_negative_0079,should_not_be_time_period_task
user_001566,大样本非固定时段_low_share_0080,early_morning,low_share,0,large_time_period_negative_0080,should_not_be_time_period_task
user_001882,大样本非固定时段_low_count_0081,morning,low_count,0,large_time_period_negative_0081,should_not_be_time_period_task
user_000428,大样本非固定时段_low_active_days_0082,afternoon,low_active_days,0,large_time_period_negative_0082,should_not_be_time_period_task
user_001404,大样本非固定时段_low_share_0083,evening,low_share,0,large_time_period_negative_0083,should_not_be_time_period_task
user_000528,大样本非固定时段_low_count_0084,early_morning,low_count,0,large_time_period_negative_0084,should_not_be_time_period_task
user_000769,大样本非固定时段_low_active_days_0085,morning,low_active_days,0,large_time_period_negative_0085,should_not_be_time_period_task
user_000918,大样本非固定时段_low_share_0086,afternoon,low_share,0,large_time_period_negative_0086,should_not_be_time_period_task
user_000361,大样本非固定时段_low_count_0087,evening,low_count,0,large_time_period_negative_0087,should_not_be_time_period_task
user_000088,大样本非固定时段_low_active_days_0088,early_morning,low_active_days,0,large_time_period_negative_0088,should_not_be_time_period_task
user_000222,大样本非固定时段_low_share_0089,morning,low_share,0,large_time_period_negative_0089,should_not_be_time_period_task
user_001586,大样本非固定时段_low_count_0090,afternoon,low_count,0,large_time_period_negative_0090,should_not_be_time_period_task
user_001459,大样本非固定时段_low_active_days_0091,evening,low_active_days,0,large_time_period_negative_0091,should_not_be_time_period_task
user_001515,大样本非固定时段_low_share_0092,early_morning,low_share,0,large_time_period_negative_0092,should_not_be_time_period_task
user_000044,大样本非固定时段_low_count_0093,morning,low_count,0,large_time_period_negative_0093,should_not_be_time_period_task
user_000411,大样本非固定时段_low_active_days_0094,afternoon,low_active_days,0,large_time_period_negative_0094,should_not_be_time_period_task
user_001832,大样本非固定时段_low_share_0095,evening,low_share,0,large_time_period_negative_0095,should_not_be_time_period_task
user_000635,大样本非固定时段_low_count_0096,early_morning,low_count,0,large_time_period_negative_0096,should_not_be_time_period_task
user_001709,大样本非固定时段_low_active_days_0097,morning,low_active_days,0,large_time_period_negative_0097,should_not_be_time_period_task
user_001733,大样本非固定时段_low_share_0098,afternoon,low_share,0,large_time_period_negative_0098,should_not_be_time_period_task
user_001188,大样本非固定时段_low_count_0099,evening,low_count,0,large_time_period_negative_0099,should_not_be_time_period_task
user_001082,大样本非固定时段_low_active_days_0100,early_morning,low_active_days,0,large_time_period_negative_0100,should_not_be_time_period_task
user_001397,大样本非固定时段_low_share_0101,morning,low_share,0,large_time_period_negative_0101,should_not_be_time_period_task
user_001773,大样本非固定时段_low_count_0102,afternoon,low_count,0,large_time_period_negative_0102,should_not_be_time_period_task
user_000839,大样本非固定时段_low_active_days_0103,evening,low_active_days,0,large_time_period_negative_0103,should_not_be_time_period_task
user_001393,大样本非固定时段_low_share_0104,early_morning,low_share,0,large_time_period_negative_0104,should_not_be_time_period_task
user_000550,大样本非固定时段_low_count_0105,morning,low_count,0,large_time_period_negative_0105,should_not_be_time_period_task
user_000718,大样本非固定时段_low_active_days_0106,afternoon,low_active_days,0,large_time_period_negative_0106,should_not_be_time_period_task
user_001962,大样本非固定时段_low_share_0107,evening,low_share,0,large_time_period_negative_0107,should_not_be_time_period_task
user_000324,大样本非固定时段_low_count_0108,early_morning,low_count,0,large_time_period_negative_0108,should_not_be_time_period_task
user_001951,大样本非固定时段_low_active_days_0109,morning,low_active_days,0,large_time_period_negative_0109,should_not_be_time_period_task
user_001961,大样本非固定时段_low_share_0110,afternoon,low_share,0,large_time_period_negative_0110,should_not_be_time_period_task
user_000429,大样本非固定时段_low_count_0111,evening,low_count,0,large_time_period_negative_0111,should_not_be_time_period_task
user_001189,大样本非固定时段_low_active_days_0112,early_morning,low_active_days,0,large_time_period_negative_0112,should_not_be_time_period_task
user_001544,大样本非固定时段_low_share_0113,morning,low_share,0,large_time_period_negative_0113,should_not_be_time_period_task
user_000078,大样本非固定时段_low_count_0114,afternoon,low_count,0,large_time_period_negative_0114,should_not_be_time_period_task
user_001477,大样本非固定时段_low_active_days_0115,evening,low_active_days,0,large_time_period_negative_0115,should_not_be_time_period_task
user_000021,大样本非固定时段_low_share_0116,early_morning,low_share,0,large_time_period_negative_0116,should_not_be_time_period_task
user_001583,大样本非固定时段_low_count_0117,morning,low_count,0,large_time_period_negative_0117,should_not_be_time_period_task
user_000155,大样本非固定时段_low_active_days_0118,afternoon,low_active_days,0,large_time_period_negative_0118,should_not_be_time_period_task
user_000903,大样本非固定时段_low_share_0119,evening,low_share,0,large_time_period_negative_0119,should_not_be_time_period_task
user_001800,大样本非固定时段_low_count_0120,early_morning,low_count,0,large_time_period_negative_0120,should_not_be_time_period_task
user_001287,大样本非固定时段_low_active_days_0121,morning,low_active_days,0,large_time_period_negative_0121,should_not_be_time_period_task
user_000143,大样本非固定时段_low_share_0122,afternoon,low_share,0,large_time_period_negative_0122,should_not_be_time_period_task
user_000556,大样本非固定时段_low_count_0123,evening,low_count,0,large_time_period_negative_0123,should_not_be_time_period_task
user_001629,大样本非固定时段_low_active_days_0124,early_morning,low_active_days,0,large_time_period_negative_0124,should_not_be_time_period_task
user_001122,大样本非固定时段_low_share_0125,morning,low_share,0,large_time_period_negative_0125,should_not_be_time_period_task
user_000881,大样本非固定时段_low_count_0126,afternoon,low_count,0,large_time_period_negative_0126,should_not_be_time_period_task
user_001272,大样本非固定时段_low_active_days_0127,evening,low_active_days,0,large_time_period_negative_0127,should_not_be_time_period_task
user_000748,大样本非固定时段_low_share_0128,early_morning,low_share,0,large_time_period_negative_0128,should_not_be_time_period_task
user_001626,大样本非固定时段_low_count_0129,morning,low_count,0,large_time_period_negative_0129,should_not_be_time_period_task
user_000032,大样本非固定时段_low_active_days_0130,afternoon,low_active_days,0,large_time_period_negative_0130,should_not_be_time_period_task
user_001540,大样本非固定时段_low_share_0131,evening,low_share,0,large_time_period_negative_0131,should_not_be_time_period_task
user_001038,大样本非固定时段_low_count_0132,early_morning,low_count,0,large_time_period_negative_0132,should_not_be_time_period_task
user_001253,大样本非固定时段_low_active_days_0133,morning,low_active_days,0,large_time_period_negative_0133,should_not_be_time_period_task
user_001593,大样本非固定时段_low_share_0134,afternoon,low_share,0,large_time_period_negative_0134,should_not_be_time_period_task
user_000976,大样本非固定时段_low_count_0135,evening,low_count,0,large_time_period_negative_0135,should_not_be_time_period_task
user_001830,大样本非固定时段_low_active_days_0136,early_morning,low_active_days,0,large_time_period_negative_0136,should_not_be_time_period_task
user_001598,大样本非固定时段_low_share_0137,morning,low_share,0,large_time_period_negative_0137,should_not_be_time_period_task
user_000779,大样本非固定时段_low_count_0138,afternoon,low_count,0,large_time_period_negative_0138,should_not_be_time_period_task
user_001383,大样本非固定时段_low_active_days_0139,evening,low_active_days,0,large_time_period_negative_0139,should_not_be_time_period_task
user_001746,大样本非固定时段_low_share_0140,early_morning,low_share,0,large_time_period_negative_0140,should_not_be_time_period_task
user_001971,大样本非固定时段_low_count_0141,morning,low_count,0,large_time_period_negative_0141,should_not_be_time_period_task
user_001899,大样本非固定时段_low_active_days_0142,afternoon,low_active_days,0,large_time_period_negative_0142,should_not_be_time_period_task
user_001635,大样本非固定时段_low_share_0143,evening,low_share,0,large_time_period_negative_0143,should_not_be_time_period_task
user_001927,大样本非固定时段_low_count_0144,early_morning,low_count,0,large_time_period_negative_0144,should_not_be_time_period_task
user_001270,大样本非固定时段_low_active_days_0145,morning,low_active_days,0,large_time_period_negative_0145,should_not_be_time_period_task
user_001277,大样本非固定时段_low_share_0146,afternoon,low_share,0,large_time_period_negative_0146,should_not_be_time_period_task
user_000391,大样本非固定时段_low_count_0147,evening,low_count,0,large_time_period_negative_0147,should_not_be_time_period_task
user_000679,大样本非固定时段_low_active_days_0148,early_morning,low_active_days,0,large_time_period_negative_0148,should_not_be_time_period_task
user_000636,大样本非固定时段_low_share_0149,morning,low_share,0,large_time_period_negative_0149,should_not_be_time_period_task
user_001969,大样本非固定时段_low_count_0150,afternoon,low_count,0,large_time_period_negative_0150,should_not_be_time_period_task
user_000211,大样本非固定时段_low_active_days_0151,evening,low_active_days,0,large_time_period_negative_0151,should_not_be_time_period_task
user_001975,大样本非固定时段_low_share_0152,early_morning,low_share,0,large_time_period_negative_0152,should_not_be_time_period_task
user_001060,大样本非固定时段_low_count_0153,morning,low_count,0,large_time_period_negative_0153,should_not_be_time_period_task
user_001246,大样本非固定时段_low_active_days_0154,afternoon,low_active_days,0,large_time_period_negative_0154,should_not_be_time_period_task
user_000959,大样本非固定时段_low_share_0155,evening,low_share,0,large_time_period_negative_0155,should_not_be_time_period_task
user_000850,大样本非固定时段_low_count_0156,early_morning,low_count,0,large_time_period_negative_0156,should_not_be_time_period_task
user_001692,大样本非固定时段_low_active_days_0157,morning,low_active_days,0,large_time_period_negative_0157,should_not_be_time_period_task
user_001367,大样本非固定时段_low_share_0158,afternoon,low_share,0,large_time_period_negative_0158,should_not_be_time_period_task
user_001717,大样本非固定时段_low_count_0159,evening,low_count,0,large_time_period_negative_0159,should_not_be_time_period_task
user_001756,大样本非固定时段_low_active_days_0160,early_morning,low_active_days,0,large_time_period_negative_0160,should_not_be_time_period_task
user_001920,大样本非固定时段_low_share_0161,morning,low_share,0,large_time_period_negative_0161,should_not_be_time_period_task
user_001836,大样本非固定时段_low_count_0162,afternoon,low_count,0,large_time_period_negative_0162,should_not_be_time_period_task
user_001407,大样本非固定时段_low_active_days_0163,evening,low_active_days,0,large_time_period_negative_0163,should_not_be_time_period_task
user_000436,大样本非固定时段_low_share_0164,early_morning,low_share,0,large_time_period_negative_0164,should_not_be_time_period_task
user_001264,大样本非固定时段_low_count_0165,morning,low_count,0,large_time_period_negative_0165,should_not_be_time_period_task
user_001419,大样本非固定时段_low_active_days_0166,afternoon,low_active_days,0,large_time_period_negative_0166,should_not_be_time_period_task
user_001136,大样本非固定时段_low_share_0167,evening,low_share,0,large_time_period_negative_0167,should_not_be_time_period_task
user_001878,大样本非固定时段_low_count_0168,early_morning,low_count,0,large_time_period_negative_0168,should_not_be_time_period_task
user_001321,大样本非固定时段_low_active_days_0169,morning,low_active_days,0,large_time_period_negative_0169,should_not_be_time_period_task
user_000569,大样本非固定时段_low_share_0170,afternoon,low_share,0,large_time_period_negative_0170,should_not_be_time_period_task
user_000945,大样本非固定时段_low_count_0171,evening,low_count,0,large_time_period_negative_0171,should_not_be_time_period_task
user_001114,大样本非固定时段_low_active_days_0172,early_morning,low_active_days,0,large_time_period_negative_0172,should_not_be_time_period_task
user_001974,大样本非固定时段_low_share_0173,morning,low_share,0,large_time_period_negative_0173,should_not_be_time_period_task
user_001409,大样本非固定时段_low_count_0174,afternoon,low_count,0,large_time_period_negative_0174,should_not_be_time_period_task
user_001025,大样本非固定时段_low_active_days_0175,evening,low_active_days,0,large_time_period_negative_0175,should_not_be_time_period_task
user_001223,大样本非固定时段_low_share_0176,early_morning,low_share,0,large_time_period_negative_0176,should_not_be_time_period_task
user_000783,大样本非固定时段_low_count_0177,morning,low_count,0,large_time_period_negative_0177,should_not_be_time_period_task
user_000841,大样本非固定时段_low_active_days_0178,afternoon,low_active_days,0,large_time_period_negative_0178,should_not_be_time_period_task
user_001618,大样本非固定时段_low_share_0179,evening,low_share,0,large_time_period_negative_0179,should_not_be_time_period_task
user_000046,大样本非固定时段_low_count_0180,early_morning,low_count,0,large_time_period_negative_0180,should_not_be_time_period_task
user_000152,大样本非固定时段_low_active_days_0181,morning,low_active_days,0,large_time_period_negative_0181,should_not_be_time_period_task
user_001447,大样本非固定时段_low_share_0182,afternoon,low_share,0,large_time_period_negative_0182,should_not_be_time_period_task
user_001005,大样本非固定时段_low_count_0183,evening,low_count,0,large_time_period_negative_0183,should_not_be_time_period_task
user_000472,大样本非固定时段_low_active_days_0184,early_morning,low_active_days,0,large_time_period_negative_0184,should_not_be_time_period_task
user_000263,大样本非固定时段_low_share_0185,morning,low_share,0,large_time_period_negative_0185,should_not_be_time_period_task
user_001855,大样本非固定时段_low_count_0186,afternoon,low_count,0,large_time_period_negative_0186,should_not_be_time_period_task
user_000698,大样本非固定时段_low_active_days_0187,evening,low_active_days,0,large_time_period_negative_0187,should_not_be_time_period_task
user_001349,大样本非固定时段_low_share_0188,early_morning,low_share,0,large_time_period_negative_0188,should_not_be_time_period_task
user_000024,大样本非固定时段_low_count_0189,morning,low_count,0,large_time_period_negative_0189,should_not_be_time_period_task
user_000694,大样本非固定时段_low_active_days_0190,afternoon,low_active_days,0,large_time_period_negative_0190,should_not_be_time_period_task
user_000595,大样本非固定时段_low_share_0191,evening,low_share,0,large_time_period_negative_0191,should_not_be_time_period_task
user_000094,大样本非固定时段_low_count_0192,early_morning,low_count,0,large_time_period_negative_0192,should_not_be_time_period_task
user_000593,大样本非固定时段_low_active_days_0193,morning,low_active_days,0,large_time_period_negative_0193,should_not_be_time_period_task
user_001988,大样本非固定时段_low_share_0194,afternoon,low_share,0,large_time_period_negative_0194,should_not_be_time_period_task
user_001126,大样本非固定时段_low_count_0195,evening,low_count,0,large_time_period_negative_0195,should_not_be_time_period_task
user_001693,大样本非固定时段_low_active_days_0196,early_morning,low_active_days,0,large_time_period_negative_0196,should_not_be_time_period_task
user_000557,大样本非固定时段_low_share_0197,morning,low_share,0,large_time_period_negative_0197,should_not_be_time_period_task
user_000968,大样本非固定时段_low_count_0198,afternoon,low_count,0,large_time_period_negative_0198,should_not_be_time_period_task
user_000949,大样本非固定时段_low_active_days_0199,evening,low_active_days,0,large_time_period_negative_0199,should_not_be_time_period_task
user_000546,大样本非固定时段_low_share_0200,early_morning,low_share,0,large_time_period_negative_0200,should_not_be_time_period_task
user_000091,大样本非固定时段_low_count_0201,morning,low_count,0,large_time_period_negative_0201,should_not_be_time_period_task
user_000932,大样本非固定时段_low_active_days_0202,afternoon,low_active_days,0,large_time_period_negative_0202,should_not_be_time_period_task
user_001859,大样本非固定时段_low_share_0203,evening,low_share,0,large_time_period_negative_0203,should_not_be_time_period_task
user_001641,大样本非固定时段_low_count_0204,early_morning,low_count,0,large_time_period_negative_0204,should_not_be_time_period_task
user_000416,大样本非固定时段_low_active_days_0205,morning,low_active_days,0,large_time_period_negative_0205,should_not_be_time_period_task
user_000568,大样本非固定时段_low_share_0206,afternoon,low_share,0,large_time_period_negative_0206,should_not_be_time_period_task
user_000726,大样本非固定时段_low_count_0207,evening,low_count,0,large_time_period_negative_0207,should_not_be_time_period_task
user_000939,大样本非固定时段_low_active_days_0208,early_morning,low_active_days,0,large_time_period_negative_0208,should_not_be_time_period_task
user_000357,大样本非固定时段_low_share_0209,morning,low_share,0,large_time_period_negative_0209,should_not_be_time_period_task
user_001879,大样本非固定时段_low_count_0210,afternoon,low_count,0,large_time_period_negative_0210,should_not_be_time_period_task
user_000085,大样本非固定时段_low_active_days_0211,evening,low_active_days,0,large_time_period_negative_0211,should_not_be_time_period_task
user_001041,大样本非固定时段_low_share_0212,early_morning,low_share,0,large_time_period_negative_0212,should_not_be_time_period_task
user_000133,大样本非固定时段_low_count_0213,morning,low_count,0,large_time_period_negative_0213,should_not_be_time_period_task
user_000396,大样本非固定时段_low_active_days_0214,afternoon,low_active_days,0,large_time_period_negative_0214,should_not_be_time_period_task
user_001380,大样本非固定时段_low_share_0215,evening,low_share,0,large_time_period_negative_0215,should_not_be_time_period_task
user_001924,大样本非固定时段_low_count_0216,early_morning,low_count,0,large_time_period_negative_0216,should_not_be_time_period_task
user_000098,大样本非固定时段_low_active_days_0217,morning,low_active_days,0,large_time_period_negative_0217,should_not_be_time_period_task
user_000604,大样本非固定时段_low_share_0218,afternoon,low_share,0,large_time_period_negative_0218,should_not_be_time_period_task
user_001300,大样本非固定时段_low_count_0219,evening,low_count,0,large_time_period_negative_0219,should_not_be_time_period_task
user_001304,大样本非固定时段_low_active_days_0220,early_morning,low_active_days,0,large_time_period_negative_0220,should_not_be_time_period_task
user_000496,大样本非固定时段_low_share_0221,morning,low_share,0,large_time_period_negative_0221,should_not_be_time_period_task
user_001760,大样本非固定时段_low_count_0222,afternoon,low_count,0,large_time_period_negative_0222,should_not_be_time_period_task
user_000503,大样本非固定时段_low_active_days_0223,evening,low_active_days,0,large_time_period_negative_0223,should_not_be_time_period_task
user_001994,大样本非固定时段_low_share_0224,early_morning,low_share,0,large_time_period_negative_0224,should_not_be_time_period_task
user_000445,大样本非固定时段_low_count_0225,morning,low_count,0,large_time_period_negative_0225,should_not_be_time_period_task
user_000483,大样本非固定时段_low_active_days_0226,afternoon,low_active_days,0,large_time_period_negative_0226,should_not_be_time_period_task
user_001521,大样本非固定时段_low_share_0227,evening,low_share,0,large_time_period_negative_0227,should_not_be_time_period_task
user_001787,大样本非固定时段_low_count_0228,early_morning,low_count,0,large_time_period_negative_0228,should_not_be_time_period_task
user_001058,大样本非固定时段_low_active_days_0229,morning,low_active_days,0,large_time_period_negative_0229,should_not_be_time_period_task
user_001699,大样本非固定时段_low_share_0230,afternoon,low_share,0,large_time_period_negative_0230,should_not_be_time_period_task
user_001592,大样本非固定时段_low_count_0231,evening,low_count,0,large_time_period_negative_0231,should_not_be_time_period_task
user_000233,大样本非固定时段_low_active_days_0232,early_morning,low_active_days,0,large_time_period_negative_0232,should_not_be_time_period_task
user_000735,大样本非固定时段_low_share_0233,morning,low_share,0,large_time_period_negative_0233,should_not_be_time_period_task
user_001365,大样本非固定时段_low_count_0234,afternoon,low_count,0,large_time_period_negative_0234,should_not_be_time_period_task
user_001268,大样本非固定时段_low_active_days_0235,evening,low_active_days,0,large_time_period_negative_0235,should_not_be_time_period_task
user_000205,大样本非固定时段_low_share_0236,early_morning,low_share,0,large_time_period_negative_0236,should_not_be_time_period_task
user_000243,大样本非固定时段_low_count_0237,morning,low_count,0,large_time_period_negative_0237,should_not_be_time_period_task
user_001728,大样本非固定时段_low_active_days_0238,afternoon,low_active_days,0,large_time_period_negative_0238,should_not_be_time_period_task
user_001033,大样本非固定时段_low_share_0239,evening,low_share,0,large_time_period_negative_0239,should_not_be_time_period_task
user_000323,大样本非固定时段_low_count_0240,early_morning,low_count,0,large_time_period_negative_0240,should_not_be_time_period_task
user_001417,大样本非固定时段_low_active_days_0241,morning,low_active_days,0,large_time_period_negative_0241,should_not_be_time_period_task
user_001645,大样本非固定时段_low_share_0242,afternoon,low_share,0,large_time_period_negative_0242,should_not_be_time_period_task
user_001339,大样本非固定时段_low_count_0243,evening,low_count,0,large_time_period_negative_0243,should_not_be_time_period_task
user_001274,大样本非固定时段_low_active_days_0244,early_morning,low_active_days,0,large_time_period_negative_0244,should_not_be_time_period_task
user_001694,大样本非固定时段_low_share_0245,morning,low_share,0,large_time_period_negative_0245,should_not_be_time_period_task
user_001255,大样本非固定时段_low_count_0246,afternoon,low_count,0,large_time_period_negative_0246,should_not_be_time_period_task
