user_id,action_name,negative_type,positive_label,pattern_id,baseline_count,count_7d,count_30d,lift,recent_concentration,reason
user_001583,大样本非近期高频_low_lift_0117,low_lift,0,large_high_freq_negative_0117,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000155,大样本非近期高频_low_concentration_0118,low_concentration,0,large_high_freq_negative_0118,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000903,大样本非近期高频_long_term_high_freq_0119,long_term_high_freq,0,large_high_freq_negative_0119,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001800,大样本非近期高频_low_count_0120,low_count,0,large_high_freq_negative_0120,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001287,大样本非近期高频_low_lift_0121,low_lift,0,large_high_freq_negative_0121,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000143,大样本非近期高频_low_concentration_0122,low_concentration,0,large_high_freq_negative_0122,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000556,大样本非近期高频_long_term_high_freq_0123,long_term_high_freq,0,large_high_freq_negative_0123,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001629,大样本非近期高频_low_count_0124,low_count,0,large_high_freq_negative_0124,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001122,大样本非近期高频_low_lift_0125,low_lift,0,large_high_freq_negative_0125,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000881,大样本非近期高频_low_concentration_0126,low_concentration,0,large_high_freq_negative_0126,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001272,大样本非近期高频_long_term_high_freq_0127,long_term_high_freq,0,large_high_freq_negative_0127,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000748,大样本非近期高频_low_count_0128,low_count,0,large_high_freq_negative_0128,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001626,大样本非近期高频_low_lift_0129,low_lift,0,large_high_freq_negative_0129,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000032,大样本非近期高频_low_concentration_0130,low_concentration,0,large_high_freq_negative_0130,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001540,大样本非近期高频_long_term_high_freq_0131,long_term_high_freq,0,large_high_freq_negative_0131,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001038,大样本非近期高频_low_count_0132,low_count,0,large_high_freq_negative_0132,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001253,大样本非近期高频_low_lift_0133,low_lift,0,large_high_freq_negative_0133,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001593,大样本非近期高频_low_concentration_0134,low_concentration,0,large_high_freq_negative_0134,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000976,大样本非近期高频_long_term_high_freq_0135,long_term_high_freq,0,large_high_freq_negative_0135,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001830,大样本非近期高频_low_count_0136,low_count,0,large_high_freq_negative_0136,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001598,大样本非近期高频_low_lift_0137,low_lift,0,large_high_freq_negative_0137,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000779,大样本非近期高频_low_concentration_0138,low_concentration,0,large_high_freq_negative_0138,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001383,大样本非近期高频_long_term_high_freq_0139,long_term_high_freq,0,large_high_freq_negative_0139,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001746,大样本非近期高频_low_count_0140,low_count,0,large_high_freq_negative_0140,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001971,大样本非近期高频_low_lift_0141,low_lift,0,large_high_freq_negative_0141,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001899,大样本非近期高频_low_concentration_0142,low_concentration,0,large_high_freq_negative_0142,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001635,大样本非近期高频_long_term_high_freq_0143,long_term_high_freq,0,large_high_freq_negative_0143,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001927,大样本非近期高频_low_count_0144,low_count,0,large_high_freq_negative_0144,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001270,大样本非近期高频_low_lift_0145,low_lift,0,large_high_freq_negative_0145,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001277,大样本非近期高频_low_concentration_0146,low_concentration,0,large_high_freq_negative_0146,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000391,大样本非近期高频_long_term_high_freq_0147,long_term_high_freq,0,large_high_freq_negative_0147,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000679,大样本非近期高频_low_count_0148,low_count,0,large_high_freq_negative_0148,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000636,大样本非近期高频_low_lift_0149,low_lift,0,large_high_freq_negative_0149,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001969,大样本非近期高频_low_concentration_0150,low_concentration,0,large_high_freq_negative_0150,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000211,大样本非近期高频_long_term_high_freq_0151,long_term_high_freq,0,large_high_freq_negative_0151,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001975,大样本非近期高频_low_count_0152,low_count,0,large_high_freq_negative_0152,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001060,大样本非近期高频_low_lift_0153,low_lift,0,large_high_freq_negative_0153,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001246,大样本非近期高频_low_concentration_0154,low_concentration,0,large_high_freq_negative_0154,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000959,大样本非近期高频_long_term_high_freq_0155,long_term_high_freq,0,large_high_freq_negative_0155,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000850,大样本非近期高频_low_count_0156,low_count,0,large_high_freq_negative_0156,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001692,大样本非近期高频_low_lift_0157,low_lift,0,large_high_freq_negative_0157,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001367,大样本非近期高频_low_concentration_0158,low_concentration,0,large_high_freq_negative_0158,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001717,大样本非近期高频_long_term_high_freq_0159,long_term_high_freq,0,large_high_freq_negative_0159,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001756,大样本非近期高频_low_count_0160,low_count,0,large_high_freq_negative_0160,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001920,大样本非近期高频_low_lift_0161,low_lift,0,large_high_freq_negative_0161,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001836,大样本非近期高频_low_concentration_0162,low_concentration,0,large_high_freq_negative_0162,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001407,大样本非近期高频_long_term_high_freq_0163,long_term_high_freq,0,large_high_freq_negative_0163,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000436,大样本非近期高频_low_count_0164,low_count,0,large_high_freq_negative_0164,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001264,大样本非近期高频_low_lift_0165,low_lift,0,large_high_freq_negative_0165,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001419,大样本非近期高频_low_concentration_0166,low_concentration,0,large_high_freq_negative_0166,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001136,大样本非近期高频_long_term_high_freq_0167,long_term_high_freq,0,large_high_freq_negative_0167,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001878,大样本非近期高频_low_count_0168,low_count,0,large_high_freq_negative_0168,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001321,大样本非近期高频_low_lift_0169,low_lift,0,large_high_freq_negative_0169,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000569,大样本非近期高频_low_concentration_0170,low_concentration,0,large_high_freq_negative_0170,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_000945,大样本非近期高频_long_term_high_freq_0171,long_term_high_freq,0,large_high_freq_negative_0171,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001114,大样本非近期高频_low_count_0172,low_count,0,large_high_freq_negative_0172,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_001974,大样本非近期高频_low_lift_0173,low_lift,0,large_high_freq_negative_0173,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_001409,大样本非近期高频_low_concentration_0174,low_concentration,0,large_high_freq_negative_0174,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001025,大样本非近期高频_long_term_high_freq_0175,long_term_high_freq,0,large_high_freq_negative_0175,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_001223,大样本非近期高频_low_count_0176,low_count,0,large_high_freq_negative_0176,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
user_000783,大样本非近期高频_low_lift_0177,low_lift,0,large_high_freq_negative_0177,2.0,4,10,2.0,0.4,should_not_be_recent_high_frequency
user_000841,大样本非近期高频_low_concentration_0178,low_concentration,0,large_high_freq_negative_0178,2.6666666666666665,4,12,1.5,0.333333,should_not_be_recent_high_frequency
user_001618,大样本非近期高频_long_term_high_freq_0179,long_term_high_freq,0,large_high_freq_negative_0179,8.0,6,30,0.75,0.2,should_not_be_recent_high_frequency
user_000046,大样本非近期高频_low_count_0180,low_count,0,large_high_freq_negative_0180,0.0,3,3,6.0,1.0,should_not_be_recent_high_frequency
