user_id,action_name,period_type,period_value,next_expected_time,positive_label,pattern_id,pattern_strength,jitter_days,missing_occurrence_count
user_000663,大样本周期_daily_0200,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0200,strong,0,0
user_000977,大样本周期_weekly_0201,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0201,strong,0,0
user_001950,大样本周期_monthly_0202,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0202,strong,0,0
user_000524,大样本周期_interval_0203,interval,every 13 days,2026-07-11 18:00:00,1,large_periodic_0203,strong,0,0
user_000592,大样本周期_daily_0204,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0204,weak,0,1
user_001375,大样本周期_weekly_0205,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0205,weak,1,1
user_001446,大样本周期_monthly_0206,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0206,weak,1,1
user_001412,大样本周期_interval_0207,interval,every 17 days,2026-07-17 18:00:00,1,large_periodic_0207,weak,0,0
user_001142,大样本周期_daily_0208,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0208,strong,0,0
user_001606,大样本周期_weekly_0209,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0209,strong,0,0
user_000163,大样本周期_monthly_0210,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0210,strong,0,0
user_001903,大样本周期_interval_0211,interval,every 9 days,2026-07-08 18:00:00,1,large_periodic_0211,strong,0,0
user_001601,大样本周期_daily_0212,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0212,weak,0,1
user_000658,大样本周期_weekly_0213,weekly,weekday 3,2026-07-02 06:00:00,1,large_periodic_0213,weak,1,1
user_001960,大样本周期_monthly_0214,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0214,weak,1,1
user_001488,大样本周期_interval_0215,interval,every 11 days,2026-07-09 18:00:00,1,large_periodic_0215,weak,0,0
user_000921,大样本周期_daily_0216,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0216,strong,0,0
user_001999,大样本周期_weekly_0217,weekly,weekday 0,2026-07-06 06:00:00,1,large_periodic_0217,strong,0,0
user_001031,大样本周期_monthly_0218,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0218,strong,0,0
user_001195,大样本周期_interval_0219,interval,every 13 days,2026-07-13 18:00:00,1,large_periodic_0219,strong,0,0
user_000466,大样本周期_daily_0220,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0220,weak,0,1
user_001505,大样本周期_weekly_0221,weekly,weekday 4,2026-07-03 06:00:00,1,large_periodic_0221,weak,1,1
user_000796,大样本周期_monthly_0222,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0222,weak,1,1
user_001219,大样本周期_interval_0223,interval,every 17 days,2026-07-16 18:00:00,1,large_periodic_0223,weak,0,0
user_001533,大样本周期_daily_0224,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0224,strong,0,0
user_000526,大样本周期_weekly_0225,weekly,weekday 1,2026-07-07 06:00:00,1,large_periodic_0225,strong,0,0
user_000328,大样本周期_monthly_0226,monthly,day 1,2026-07-01 12:00:00,1,large_periodic_0226,strong,0,0
user_000641,大样本周期_interval_0227,interval,every 9 days,2026-07-07 18:00:00,1,large_periodic_0227,strong,0,0
user_001545,大样本周期_daily_0228,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0228,weak,0,1
user_001534,大样本周期_weekly_0229,weekly,weekday 5,2026-07-04 06:00:00,1,large_periodic_0229,weak,1,1
user_000995,大样本周期_monthly_0230,monthly,day 15,2026-07-15 12:00:00,1,large_periodic_0230,weak,1,1
user_001247,大样本周期_interval_0231,interval,every 11 days,2026-07-11 18:00:00,1,large_periodic_0231,weak,0,0
user_001849,大样本周期_daily_0232,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0232,strong,0,0
user_001791,大样本周期_weekly_0233,weekly,weekday 2,2026-07-01 06:00:00,1,large_periodic_0233,strong,0,0
user_000283,大样本周期_monthly_0234,monthly,day 28,2026-07-28 12:00:00,1,large_periodic_0234,strong,0,0
user_000274,大样本周期_interval_0235,interval,every 13 days,2026-07-12 18:00:00,1,large_periodic_0235,strong,0,0
user_001915,大样本周期_daily_0236,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0236,weak,0,1
user_000707,大样本周期_weekly_0237,weekly,weekday 6,2026-07-05 06:00:00,1,large_periodic_0237,weak,1,1
user_001090,大样本周期_monthly_0238,monthly,day 30,2026-07-30 12:00:00,1,large_periodic_0238,weak,1,1
user_000122,大样本周期_interval_0239,interval,every 17 days,2026-07-15 18:00:00,1,large_periodic_0239,weak,0,0
user_001935,大样本周期_daily_0240,daily,every 1 day,2026-07-01 05:00:00,1,large_periodic_0240,strong,0,0
