user_id,action_name,time_period,period_event_count,total_event_count,period_share,active_days,positive_label,pattern_id,reason
user_001351,大样本固定时段_evening_0087,evening,5,6,0.833333,5,1,large_time_period_0087,fixed_time_period_high_frequency
user_001315,大样本固定时段_early_morning_0088,early_morning,7,10,0.7,7,1,large_time_period_0088,fixed_time_period_high_frequency
user_000630,大样本固定时段_morning_0089,morning,7,10,0.7,7,1,large_time_period_0089,fixed_time_period_high_frequency
user_001356,大样本固定时段_afternoon_0090,afternoon,7,10,0.7,7,1,large_time_period_0090,fixed_time_period_high_frequency
user_000111,大样本固定时段_evening_0091,evening,7,10,0.7,7,1,large_time_period_0091,fixed_time_period_high_frequency
user_000982,大样本固定时段_early_morning_0092,early_morning,8,10,0.8,8,1,large_time_period_0092,fixed_time_period_high_frequency
user_001020,大样本固定时段_morning_0093,morning,8,10,0.8,8,1,large_time_period_0093,fixed_time_period_high_frequency
user_000342,大样本固定时段_afternoon_0094,afternoon,8,10,0.8,8,1,large_time_period_0094,fixed_time_period_high_frequency
user_001978,大样本固定时段_evening_0095,evening,8,10,0.8,8,1,large_time_period_0095,fixed_time_period_high_frequency
user_001125,大样本固定时段_early_morning_0096,early_morning,4,5,0.8,3,1,large_time_period_0096,fixed_time_period_high_frequency
user_001434,大样本固定时段_morning_0097,morning,4,5,0.8,3,1,large_time_period_0097,fixed_time_period_high_frequency
user_000937,大样本固定时段_afternoon_0098,afternoon,4,5,0.8,3,1,large_time_period_0098,fixed_time_period_high_frequency
user_000454,大样本固定时段_evening_0099,evening,4,5,0.8,3,1,large_time_period_0099,fixed_time_period_high_frequency
user_000589,大样本固定时段_early_morning_0100,early_morning,5,6,0.833333,5,1,large_time_period_0100,fixed_time_period_high_frequency
user_001624,大样本固定时段_morning_0101,morning,5,6,0.833333,5,1,large_time_period_0101,fixed_time_period_high_frequency
user_000296,大样本固定时段_afternoon_0102,afternoon,5,6,0.833333,5,1,large_time_period_0102,fixed_time_period_high_frequency
user_001957,大样本固定时段_evening_0103,evening,5,6,0.833333,5,1,large_time_period_0103,fixed_time_period_high_frequency
user_000425,大样本固定时段_early_morning_0104,early_morning,7,10,0.7,7,1,large_time_period_0104,fixed_time_period_high_frequency
user_000648,大样本固定时段_morning_0105,morning,7,10,0.7,7,1,large_time_period_0105,fixed_time_period_high_frequency
user_001588,大样本固定时段_afternoon_0106,afternoon,7,10,0.7,7,1,large_time_period_0106,fixed_time_period_high_frequency
user_001585,大样本固定时段_evening_0107,evening,7,10,0.7,7,1,large_time_period_0107,fixed_time_period_high_frequency
user_001546,大样本固定时段_early_morning_0108,early_morning,8,10,0.8,8,1,large_time_period_0108,fixed_time_period_high_frequency
user_000319,大样本固定时段_morning_0109,morning,8,10,0.8,8,1,large_time_period_0109,fixed_time_period_high_frequency
user_001022,大样本固定时段_afternoon_0110,afternoon,8,10,0.8,8,1,large_time_period_0110,fixed_time_period_high_frequency
user_000029,大样本固定时段_evening_0111,evening,8,10,0.8,8,1,large_time_period_0111,fixed_time_period_high_frequency
user_000502,大样本固定时段_early_morning_0112,early_morning,4,5,0.8,3,1,large_time_period_0112,fixed_time_period_high_frequency
user_001085,大样本固定时段_morning_0113,morning,4,5,0.8,3,1,large_time_period_0113,fixed_time_period_high_frequency
user_001278,大样本固定时段_afternoon_0114,afternoon,4,5,0.8,3,1,large_time_period_0114,fixed_time_period_high_frequency
user_000007,大样本固定时段_evening_0115,evening,4,5,0.8,3,1,large_time_period_0115,fixed_time_period_high_frequency
user_001109,大样本固定时段_early_morning_0116,early_morning,5,6,0.833333,5,1,large_time_period_0116,fixed_time_period_high_frequency
user_000338,大样本固定时段_morning_0117,morning,5,6,0.833333,5,1,large_time_period_0117,fixed_time_period_high_frequency
user_001222,大样本固定时段_afternoon_0118,afternoon,5,6,0.833333,5,1,large_time_period_0118,fixed_time_period_high_frequency
user_000210,大样本固定时段_evening_0119,evening,5,6,0.833333,5,1,large_time_period_0119,fixed_time_period_high_frequency
user_001995,大样本固定时段_early_morning_0120,early_morning,7,10,0.7,7,1,large_time_period_0120,fixed_time_period_high_frequency
user_001103,大样本固定时段_morning_0121,morning,7,10,0.7,7,1,large_time_period_0121,fixed_time_period_high_frequency
user_000853,大样本固定时段_afternoon_0122,afternoon,7,10,0.7,7,1,large_time_period_0122,fixed_time_period_high_frequency
user_000567,大样本固定时段_evening_0123,evening,7,10,0.7,7,1,large_time_period_0123,fixed_time_period_high_frequency
user_001558,大样本固定时段_early_morning_0124,early_morning,8,10,0.8,8,1,large_time_period_0124,fixed_time_period_high_frequency
user_000141,大样本固定时段_morning_0125,morning,8,10,0.8,8,1,large_time_period_0125,fixed_time_period_high_frequency
user_000333,大样本固定时段_afternoon_0126,afternoon,8,10,0.8,8,1,large_time_period_0126,fixed_time_period_high_frequency
user_001292,大样本固定时段_evening_0127,evening,8,10,0.8,8,1,large_time_period_0127,fixed_time_period_high_frequency
user_000258,大样本固定时段_early_morning_0128,early_morning,4,5,0.8,3,1,large_time_period_0128,fixed_time_period_high_frequency
user_000807,大样本固定时段_morning_0129,morning,4,5,0.8,3,1,large_time_period_0129,fixed_time_period_high_frequency
user_000566,大样本固定时段_afternoon_0130,afternoon,4,5,0.8,3,1,large_time_period_0130,fixed_time_period_high_frequency
user_001003,大样本固定时段_evening_0131,evening,4,5,0.8,3,1,large_time_period_0131,fixed_time_period_high_frequency
user_001870,大样本固定时段_early_morning_0132,early_morning,5,6,0.833333,5,1,large_time_period_0132,fixed_time_period_high_frequency
user_001145,大样本固定时段_morning_0133,morning,5,6,0.833333,5,1,large_time_period_0133,fixed_time_period_high_frequency
user_001073,大样本固定时段_afternoon_0134,afternoon,5,6,0.833333,5,1,large_time_period_0134,fixed_time_period_high_frequency
user_001471,大样本固定时段_evening_0135,evening,5,6,0.833333,5,1,large_time_period_0135,fixed_time_period_high_frequency
user_000192,大样本固定时段_early_morning_0136,early_morning,7,10,0.7,7,1,large_time_period_0136,fixed_time_period_high_frequency
user_001156,大样本固定时段_morning_0137,morning,7,10,0.7,7,1,large_time_period_0137,fixed_time_period_high_frequency
user_001437,大样本固定时段_afternoon_0138,afternoon,7,10,0.7,7,1,large_time_period_0138,fixed_time_period_high_frequency
user_001134,大样本固定时段_evening_0139,evening,7,10,0.7,7,1,large_time_period_0139,fixed_time_period_high_frequency
user_001675,大样本固定时段_early_morning_0140,early_morning,8,10,0.8,8,1,large_time_period_0140,fixed_time_period_high_frequency
user_000367,大样本固定时段_morning_0141,morning,8,10,0.8,8,1,large_time_period_0141,fixed_time_period_high_frequency
user_000485,大样本固定时段_afternoon_0142,afternoon,8,10,0.8,8,1,large_time_period_0142,fixed_time_period_high_frequency
user_000892,大样本固定时段_evening_0143,evening,8,10,0.8,8,1,large_time_period_0143,fixed_time_period_high_frequency
user_000497,大样本固定时段_early_morning_0144,early_morning,4,5,0.8,3,1,large_time_period_0144,fixed_time_period_high_frequency
user_001686,大样本固定时段_morning_0145,morning,4,5,0.8,3,1,large_time_period_0145,fixed_time_period_high_frequency
user_000574,大样本固定时段_afternoon_0146,afternoon,4,5,0.8,3,1,large_time_period_0146,fixed_time_period_high_frequency
user_001422,大样本固定时段_evening_0147,evening,4,5,0.8,3,1,large_time_period_0147,fixed_time_period_high_frequency
user_001774,大样本固定时段_early_morning_0148,early_morning,5,6,0.833333,5,1,large_time_period_0148,fixed_time_period_high_frequency
user_001271,大样本固定时段_morning_0149,morning,5,6,0.833333,5,1,large_time_period_0149,fixed_time_period_high_frequency
user_001039,大样本固定时段_afternoon_0150,afternoon,5,6,0.833333,5,1,large_time_period_0150,fixed_time_period_high_frequency
user_001959,大样本固定时段_evening_0151,evening,5,6,0.833333,5,1,large_time_period_0151,fixed_time_period_high_frequency
user_001303,大样本固定时段_early_morning_0152,early_morning,7,10,0.7,7,1,large_time_period_0152,fixed_time_period_high_frequency
user_000936,大样本固定时段_morning_0153,morning,7,10,0.7,7,1,large_time_period_0153,fixed_time_period_high_frequency
user_001018,大样本固定时段_afternoon_0154,afternoon,7,10,0.7,7,1,large_time_period_0154,fixed_time_period_high_frequency
user_001215,大样本固定时段_evening_0155,evening,7,10,0.7,7,1,large_time_period_0155,fixed_time_period_high_frequency
user_001678,大样本固定时段_early_morning_0156,early_morning,8,10,0.8,8,1,large_time_period_0156,fixed_time_period_high_frequency
user_001239,大样本固定时段_morning_0157,morning,8,10,0.8,8,1,large_time_period_0157,fixed_time_period_high_frequency
user_000536,大样本固定时段_afternoon_0158,afternoon,8,10,0.8,8,1,large_time_period_0158,fixed_time_period_high_frequency
user_000734,大样本固定时段_evening_0159,evening,8,10,0.8,8,1,large_time_period_0159,fixed_time_period_high_frequency
user_001789,大样本固定时段_early_morning_0160,early_morning,4,5,0.8,3,1,large_time_period_0160,fixed_time_period_high_frequency
user_000181,大样本固定时段_morning_0161,morning,4,5,0.8,3,1,large_time_period_0161,fixed_time_period_high_frequency
user_000183,大样本固定时段_afternoon_0162,afternoon,4,5,0.8,3,1,large_time_period_0162,fixed_time_period_high_frequency
user_000962,大样本固定时段_evening_0163,evening,4,5,0.8,3,1,large_time_period_0163,fixed_time_period_high_frequency
user_001747,大样本固定时段_early_morning_0164,early_morning,5,6,0.833333,5,1,large_time_period_0164,fixed_time_period_high_frequency
user_000321,大样本固定时段_morning_0165,morning,5,6,0.833333,5,1,large_time_period_0165,fixed_time_period_high_frequency
user_000754,大样本固定时段_afternoon_0166,afternoon,5,6,0.833333,5,1,large_time_period_0166,fixed_time_period_high_frequency
user_001526,大样本固定时段_evening_0167,evening,5,6,0.833333,5,1,large_time_period_0167,fixed_time_period_high_frequency
user_001220,大样本固定时段_early_morning_0168,early_morning,7,10,0.7,7,1,large_time_period_0168,fixed_time_period_high_frequency
user_001917,大样本固定时段_morning_0169,morning,7,10,0.7,7,1,large_time_period_0169,fixed_time_period_high_frequency
user_001182,大样本固定时段_afternoon_0170,afternoon,7,10,0.7,7,1,large_time_period_0170,fixed_time_period_high_frequency
user_001165,大样本固定时段_evening_0171,evening,7,10,0.7,7,1,large_time_period_0171,fixed_time_period_high_frequency
user_001810,大样本固定时段_early_morning_0172,early_morning,8,10,0.8,8,1,large_time_period_0172,fixed_time_period_high_frequency
user_000407,大样本固定时段_morning_0173,morning,8,10,0.8,8,1,large_time_period_0173,fixed_time_period_high_frequency
user_000475,大样本固定时段_afternoon_0174,afternoon,8,10,0.8,8,1,large_time_period_0174,fixed_time_period_high_frequency
user_000232,大样本固定时段_evening_0175,evening,8,10,0.8,8,1,large_time_period_0175,fixed_time_period_high_frequency
user_000427,大样本固定时段_early_morning_0176,early_morning,4,5,0.8,3,1,large_time_period_0176,fixed_time_period_high_frequency
user_000623,大样本固定时段_morning_0177,morning,4,5,0.8,3,1,large_time_period_0177,fixed_time_period_high_frequency
user_001682,大样本固定时段_afternoon_0178,afternoon,4,5,0.8,3,1,large_time_period_0178,fixed_time_period_high_frequency
user_000070,大样本固定时段_evening_0179,evening,4,5,0.8,3,1,large_time_period_0179,fixed_time_period_high_frequency
user_001788,大样本固定时段_early_morning_0180,early_morning,5,6,0.833333,5,1,large_time_period_0180,fixed_time_period_high_frequency
user_001751,大样本固定时段_morning_0181,morning,5,6,0.833333,5,1,large_time_period_0181,fixed_time_period_high_frequency
user_000834,大样本固定时段_afternoon_0182,afternoon,5,6,0.833333,5,1,large_time_period_0182,fixed_time_period_high_frequency
user_001081,大样本固定时段_evening_0183,evening,5,6,0.833333,5,1,large_time_period_0183,fixed_time_period_high_frequency
user_000583,大样本固定时段_early_morning_0184,early_morning,7,10,0.7,7,1,large_time_period_0184,fixed_time_period_high_frequency
user_001262,大样本固定时段_morning_0185,morning,7,10,0.7,7,1,large_time_period_0185,fixed_time_period_high_frequency
user_001476,大样本固定时段_afternoon_0186,afternoon,7,10,0.7,7,1,large_time_period_0186,fixed_time_period_high_frequency
user_000435,大样本固定时段_evening_0187,evening,7,10,0.7,7,1,large_time_period_0187,fixed_time_period_high_frequency
user_001275,大样本固定时段_early_morning_0188,early_morning,8,10,0.8,8,1,large_time_period_0188,fixed_time_period_high_frequency
user_000746,大样本固定时段_morning_0189,morning,8,10,0.8,8,1,large_time_period_0189,fixed_time_period_high_frequency
user_000901,大样本固定时段_afternoon_0190,afternoon,8,10,0.8,8,1,large_time_period_0190,fixed_time_period_high_frequency
user_000799,大样本固定时段_evening_0191,evening,8,10,0.8,8,1,large_time_period_0191,fixed_time_period_high_frequency
user_001630,大样本固定时段_early_morning_0192,early_morning,4,5,0.8,3,1,large_time_period_0192,fixed_time_period_high_frequency
user_000096,大样本固定时段_morning_0193,morning,4,5,0.8,3,1,large_time_period_0193,fixed_time_period_high_frequency
user_001410,大样本固定时段_afternoon_0194,afternoon,4,5,0.8,3,1,large_time_period_0194,fixed_time_period_high_frequency
user_000942,大样本固定时段_evening_0195,evening,4,5,0.8,3,1,large_time_period_0195,fixed_time_period_high_frequency
user_001052,大样本固定时段_early_morning_0196,early_morning,5,6,0.833333,5,1,large_time_period_0196,fixed_time_period_high_frequency
user_000957,大样本固定时段_morning_0197,morning,5,6,0.833333,5,1,large_time_period_0197,fixed_time_period_high_frequency
user_001212,大样本固定时段_afternoon_0198,afternoon,5,6,0.833333,5,1,large_time_period_0198,fixed_time_period_high_frequency
user_001802,大样本固定时段_evening_0199,evening,5,6,0.833333,5,1,large_time_period_0199,fixed_time_period_high_frequency
user_000946,大样本固定时段_early_morning_0200,early_morning,7,10,0.7,7,1,large_time_period_0200,fixed_time_period_high_frequency
user_000712,大样本固定时段_morning_0201,morning,7,10,0.7,7,1,large_time_period_0201,fixed_time_period_high_frequency
user_001660,大样本固定时段_afternoon_0202,afternoon,7,10,0.7,7,1,large_time_period_0202,fixed_time_period_high_frequency
user_000993,大样本固定时段_evening_0203,evening,7,10,0.7,7,1,large_time_period_0203,fixed_time_period_high_frequency
user_000960,大样本固定时段_early_morning_0204,early_morning,8,10,0.8,8,1,large_time_period_0204,fixed_time_period_high_frequency
user_000446,大样本固定时段_morning_0205,morning,8,10,0.8,8,1,large_time_period_0205,fixed_time_period_high_frequency
user_000906,大样本固定时段_afternoon_0206,afternoon,8,10,0.8,8,1,large_time_period_0206,fixed_time_period_high_frequency
user_000819,大样本固定时段_evening_0207,evening,8,10,0.8,8,1,large_time_period_0207,fixed_time_period_high_frequency
user_000465,大样本固定时段_early_morning_0208,early_morning,4,5,0.8,3,1,large_time_period_0208,fixed_time_period_high_frequency
user_001561,大样本固定时段_morning_0209,morning,4,5,0.8,3,1,large_time_period_0209,fixed_time_period_high_frequency
user_001729,大样本固定时段_afternoon_0210,afternoon,4,5,0.8,3,1,large_time_period_0210,fixed_time_period_high_frequency
user_000983,大样本固定时段_evening_0211,evening,4,5,0.8,3,1,large_time_period_0211,fixed_time_period_high_frequency
user_001654,大样本固定时段_early_morning_0212,early_morning,5,6,0.833333,5,1,large_time_period_0212,fixed_time_period_high_frequency
user_001619,大样本固定时段_morning_0213,morning,5,6,0.833333,5,1,large_time_period_0213,fixed_time_period_high_frequency
user_001281,大样本固定时段_afternoon_0214,afternoon,5,6,0.833333,5,1,large_time_period_0214,fixed_time_period_high_frequency
user_000431,大样本固定时段_evening_0215,evening,5,6,0.833333,5,1,large_time_period_0215,fixed_time_period_high_frequency
user_000217,大样本固定时段_early_morning_0216,early_morning,7,10,0.7,7,1,large_time_period_0216,fixed_time_period_high_frequency
user_001206,大样本固定时段_morning_0217,morning,7,10,0.7,7,1,large_time_period_0217,fixed_time_period_high_frequency
user_001572,大样本固定时段_afternoon_0218,afternoon,7,10,0.7,7,1,large_time_period_0218,fixed_time_period_high_frequency
user_001838,大样本固定时段_evening_0219,evening,7,10,0.7,7,1,large_time_period_0219,fixed_time_period_high_frequency
user_001478,大样本固定时段_early_morning_0220,early_morning,8,10,0.8,8,1,large_time_period_0220,fixed_time_period_high_frequency
user_000499,大样本固定时段_morning_0221,morning,8,10,0.8,8,1,large_time_period_0221,fixed_time_period_high_frequency
user_000739,大样本固定时段_afternoon_0222,afternoon,8,10,0.8,8,1,large_time_period_0222,fixed_time_period_high_frequency
user_000898,大样本固定时段_evening_0223,evening,8,10,0.8,8,1,large_time_period_0223,fixed_time_period_high_frequency
user_001584,大样本固定时段_early_morning_0224,early_morning,4,5,0.8,3,1,large_time_period_0224,fixed_time_period_high_frequency
user_001276,大样本固定时段_morning_0225,morning,4,5,0.8,3,1,large_time_period_0225,fixed_time_period_high_frequency
user_001374,大样本固定时段_afternoon_0226,afternoon,4,5,0.8,3,1,large_time_period_0226,fixed_time_period_high_frequency
user_001209,大样本固定时段_evening_0227,evening,4,5,0.8,3,1,large_time_period_0227,fixed_time_period_high_frequency
user_001862,大样本固定时段_early_morning_0228,early_morning,5,6,0.833333,5,1,large_time_period_0228,fixed_time_period_high_frequency
user_000868,大样本固定时段_morning_0229,morning,5,6,0.833333,5,1,large_time_period_0229,fixed_time_period_high_frequency
user_001234,大样本固定时段_afternoon_0230,afternoon,5,6,0.833333,5,1,large_time_period_0230,fixed_time_period_high_frequency
user_000654,大样本固定时段_evening_0231,evening,5,6,0.833333,5,1,large_time_period_0231,fixed_time_period_high_frequency
user_001653,大样本固定时段_early_morning_0232,early_morning,7,10,0.7,7,1,large_time_period_0232,fixed_time_period_high_frequency
user_001164,大样本固定时段_morning_0233,morning,7,10,0.7,7,1,large_time_period_0233,fixed_time_period_high_frequency
