user_id,action_name,recent_count,baseline_count,lift,trend_score,time_window
user_000142,大样本近期高频_0480,4,0.0,8.0,12.875503,7d
user_000146,大样本近期高频_0096,5,0.0,10.0,17.917595,7d
user_000149,大样本近期高频_0101,5,0.084337,10.0,17.917595,7d
user_000154,大样本近期高频_0322,6,0.0,12.0,19.459101,7d
user_000156,大样本近期高频_0589,8,0.084337,16.0,21.972246,7d
user_000158,大样本近期高频_0512,6,0.0,12.0,19.459101,7d
user_000159,大样本近期高频_0664,8,0.0,16.0,21.972246,7d
user_000160,大样本近期高频_0279,8,0.084337,16.0,21.972246,7d
user_000161,大样本近期高频_0717,6,0.084337,12.0,19.459101,7d
user_000164,大样本近期高频_0071,5,0.084337,10.0,17.917595,7d
user_000165,大样本近期高频_0751,5,0.084337,10.0,17.917595,7d
user_000166,大样本近期高频_0210,4,0.0,8.0,12.875503,7d
user_000170,大样本近期高频_0225,4,0.084337,8.0,12.875503,7d
user_000171,大样本近期高频_0153,7,0.084337,14.0,20.794415,7d
user_000176,大样本近期高频_0663,7,0.084337,14.0,20.794415,7d
user_000178,大样本近期高频_0424,8,0.0,16.0,21.972246,7d
user_000180,大样本近期高频_0378,7,0.0,14.0,20.794415,7d
user_000182,大样本近期高频_0221,5,0.084337,10.0,17.917595,7d
user_000184,大样本近期高频_0157,6,0.084337,12.0,19.459101,7d
user_000187,大样本近期高频_0411,5,0.084337,10.0,17.917595,7d
user_000190,大样本近期高频_0350,4,0.0,8.0,12.875503,7d
user_000191,大样本近期高频_0666,5,0.0,10.0,17.917595,7d
user_000196,大样本近期高频_0626,5,0.0,10.0,17.917595,7d
user_000199,大样本近期高频_0167,6,0.084337,12.0,19.459101,7d
user_000206,大样本近期高频_0339,8,0.084337,16.0,21.972246,7d
user_000207,大样本近期高频_0530,4,0.0,8.0,12.875503,7d
user_000208,大样本近期高频_0106,5,0.0,10.0,17.917595,7d
user_000209,大样本近期高频_0695,4,0.084337,8.0,12.875503,7d
user_000216,大样本近期高频_0278,7,0.0,14.0,20.794415,7d
user_000217,大样本近期高频_0016,5,0.0,10.0,17.917595,7d
user_000218,大样本近期高频_0359,8,0.084337,16.0,21.972246,7d
user_000219,大样本近期高频_0697,6,0.084337,12.0,19.459101,7d
user_000220,大样本近期高频_0742,6,0.0,12.0,19.459101,7d
user_000223,大样本近期高频_0610,4,0.0,8.0,12.875503,7d
user_000226,大样本近期高频_0212,6,0.0,12.0,19.459101,7d
user_000228,大样本近期高频_0778,7,0.0,14.0,20.794415,7d
user_000228,结构性存款,4,0.168675,8.0,12.875503,7d
user_000231,大样本近期高频_0629,8,0.084337,16.0,21.972246,7d
user_000234,大样本近期高频_0537,6,0.084337,12.0,19.459101,7d
user_000235,大样本近期高频_0312,6,0.0,12.0,19.459101,7d
user_000238,大样本近期高频_0306,5,0.0,10.0,17.917595,7d
user_000245,大样本近期高频_0173,7,0.084337,14.0,20.794415,7d
user_000249,大样本近期高频_0057,6,0.084337,12.0,19.459101,7d
user_000250,大样本近期高频_0389,8,0.084337,16.0,21.972246,7d
user_000250,跨行转入,4,0.084337,8.0,12.875503,7d
user_000252,大样本近期高频_0139,8,0.084337,16.0,21.972246,7d
user_000254,大样本近期高频_0620,4,0.0,8.0,12.875503,7d
user_000257,大样本近期高频_0237,6,0.084337,12.0,19.459101,7d
user_000259,大样本近期高频_0625,4,0.084337,8.0,12.875503,7d
user_000260,大样本近期高频_0609,8,0.084337,16.0,21.972246,7d
user_000262,大样本近期高频_0494,8,0.0,16.0,21.972246,7d
user_000265,大样本近期高频_0117,6,0.084337,12.0,19.459101,7d
user_000267,大样本近期高频_0463,7,0.084337,14.0,20.794415,7d
user_000268,大样本近期高频_0550,4,0.0,8.0,12.875503,7d
user_000275,大样本近期高频_0733,7,0.084337,14.0,20.794415,7d
user_000277,大样本近期高频_0353,7,0.084337,14.0,20.794415,7d
user_000278,大样本近期高频_0178,7,0.0,14.0,20.794415,7d
user_000279,大样本近期高频_0138,7,0.0,14.0,20.794415,7d
user_000281,大样本近期高频_0319,8,0.084337,16.0,21.972246,7d
user_000283,收款码,4,0.168675,8.0,12.875503,7d
user_000289,大样本近期高频_0160,4,0.0,8.0,12.875503,7d
user_000290,大样本近期高频_0659,8,0.084337,16.0,21.972246,7d
user_000294,大样本近期高频_0528,7,0.0,14.0,20.794415,7d
user_000294,查账户明细,4,0.253012,8.0,12.875503,7d
user_000295,大样本近期高频_0171,5,0.084337,10.0,17.917595,7d
user_000297,大样本近期高频_0473,7,0.084337,14.0,20.794415,7d
user_000299,大样本近期高频_0146,5,0.0,10.0,17.917595,7d
user_000300,大样本近期高频_0045,4,0.084337,8.0,12.875503,7d
user_000300,查看基金净值,4,0.084337,8.0,12.875503,7d
user_000301,大样本近期高频_0533,7,0.084337,14.0,20.794415,7d
user_000302,大样本近期高频_0593,7,0.084337,14.0,20.794415,7d
user_000305,大样本近期高频_0083,7,0.084337,14.0,20.794415,7d
user_000305,风险评估,4,0.337349,8.0,12.875503,7d
user_000306,大样本近期高频_0394,8,0.0,16.0,21.972246,7d
user_000310,大样本近期高频_0669,8,0.084337,16.0,21.972246,7d
user_000311,大样本近期高频_0236,5,0.0,10.0,17.917595,7d
user_000312,大样本近期高频_0622,6,0.0,12.0,19.459101,7d
user_000313,大样本近期高频_0485,4,0.084337,8.0,12.875503,7d
user_000317,大样本近期高频_0457,6,0.084337,12.0,19.459101,7d
user_000318,大样本近期高频_0534,8,0.0,16.0,21.972246,7d
user_000320,大样本近期高频_0195,4,0.084337,8.0,12.875503,7d
user_000325,大样本近期高频_0758,7,0.0,14.0,20.794415,7d
user_000327,大样本近期高频_0709,8,0.084337,16.0,21.972246,7d
user_000330,大样本近期高频_0645,4,0.084337,8.0,12.875503,7d
user_000331,大样本近期高频_0347,6,0.084337,12.0,19.459101,7d
user_000332,大样本近期高频_0475,4,0.084337,8.0,12.875503,7d
user_000335,大样本近期高频_0755,4,0.084337,8.0,12.875503,7d
user_000338,查看理财产品,4,0.084337,8.0,12.875503,7d
user_000339,大样本近期高频_0061,5,0.084337,10.0,17.917595,7d
user_000340,大样本近期高频_0428,7,0.0,14.0,20.794415,7d
user_000341,大样本近期高频_0721,5,0.084337,10.0,17.917595,7d
user_000345,大样本近期高频_0100,4,0.0,8.0,12.875503,7d
user_000346,大样本近期高频_0642,6,0.0,12.0,19.459101,7d
user_000347,大样本近期高频_0281,5,0.084337,10.0,17.917595,7d
user_000353,大样本近期高频_0145,4,0.084337,8.0,12.875503,7d
user_000354,大样本近期高频_0367,6,0.084337,12.0,19.459101,7d
user_000363,大样本近期高频_0774,8,0.0,16.0,21.972246,7d
user_000369,大样本近期高频_0796,5,0.0,10.0,17.917595,7d
user_000370,大样本近期高频_0562,6,0.0,12.0,19.459101,7d
user_000371,大样本近期高频_0527,6,0.084337,12.0,19.459101,7d
user_000373,大样本近期高频_0636,5,0.0,10.0,17.917595,7d
user_000374,大样本近期高频_0786,5,0.0,10.0,17.917595,7d
user_000375,大样本近期高频_0501,5,0.084337,10.0,17.917595,7d
user_000376,大样本近期高频_0190,4,0.0,8.0,12.875503,7d
user_000377,大样本近期高频_0052,6,0.0,12.0,19.459101,7d
user_000377,查交易明细,4,0.253012,8.0,12.875503,7d
user_000378,大样本近期高频_0680,4,0.0,8.0,12.875503,7d
user_000380,大样本近期高频_0277,6,0.084337,12.0,19.459101,7d
user_000382,大样本近期高频_0174,8,0.0,16.0,21.972246,7d
user_000387,大样本近期高频_0070,4,0.0,8.0,12.875503,7d
user_000389,大样本近期高频_0766,5,0.0,10.0,17.917595,7d
user_000392,大样本近期高频_0334,8,0.0,16.0,21.972246,7d
user_000398,买黄金,4,0.168675,8.0,12.875503,7d
user_000399,大样本近期高频_0744,8,0.0,16.0,21.972246,7d
user_000400,大样本近期高频_0716,5,0.0,10.0,17.917595,7d
user_000401,大样本近期高频_0483,7,0.084337,14.0,20.794415,7d
user_000403,大样本近期高频_0255,4,0.084337,8.0,12.875503,7d
user_000405,大样本近期高频_0788,7,0.0,14.0,20.794415,7d
user_000406,大样本近期高频_0711,5,0.084337,10.0,17.917595,7d
user_000409,大样本近期高频_0064,8,0.0,16.0,21.972246,7d
user_000413,大样本近期高频_0584,8,0.0,16.0,21.972246,7d
user_000414,大样本近期高频_0132,6,0.0,12.0,19.459101,7d
user_000417,大样本近期高频_0321,5,0.084337,10.0,17.917595,7d
user_000419,大样本近期高频_0661,5,0.084337,10.0,17.917595,7d
user_000423,大样本近期高频_0412,6,0.0,12.0,19.459101,7d
user_000424,大样本近期高频_0097,6,0.084337,12.0,19.459101,7d
user_000426,大样本近期高频_0377,6,0.084337,12.0,19.459101,7d
user_000426,查还款结果,4,0.253012,8.0,12.875503,7d
user_000431,大样本近期高频_0015,4,0.084337,8.0,12.875503,7d
user_000432,大样本近期高频_0388,7,0.0,14.0,20.794415,7d
user_000434,买黄金,4,0.168675,8.0,12.875503,7d
user_000437,大样本近期高频_0049,8,0.084337,16.0,21.972246,7d
user_000439,大样本近期高频_0196,5,0.0,10.0,17.917595,7d
user_000440,大样本近期高频_0453,7,0.084337,14.0,20.794415,7d
user_000441,大样本近期高频_0747,6,0.084337,12.0,19.459101,7d
user_000442,大样本近期高频_0771,5,0.084337,10.0,17.917595,7d
user_000444,买黄金,4,0.168675,8.0,12.875503,7d
user_000446,大样本近期高频_0005,4,0.084337,8.0,12.875503,7d
user_000447,大样本近期高频_0199,8,0.084337,16.0,21.972246,7d
user_000448,大样本近期高频_0274,8,0.0,16.0,21.972246,7d
user_000453,大样本近期高频_0069,8,0.084337,16.0,21.972246,7d
user_000457,大样本近期高频_0382,6,0.0,12.0,19.459101,7d
user_000458,大样本近期高频_0401,5,0.084337,10.0,17.917595,7d
user_000459,预约网点取号,5,0.084337,10.0,17.917595,7d
user_000462,银行卡管理,4,0.168675,8.0,12.875503,7d
user_000464,大样本近期高频_0354,8,0.0,16.0,21.972246,7d
user_000465,大样本近期高频_0008,7,0.0,14.0,20.794415,7d
user_000468,大样本近期高频_0734,8,0.0,16.0,21.972246,7d
user_000471,大样本近期高频_0326,5,0.0,10.0,17.917595,7d
user_000480,大样本近期高频_0643,7,0.084337,14.0,20.794415,7d
user_000484,大样本近期高频_0795,4,0.084337,8.0,12.875503,7d
user_000486,大样本近期高频_0489,8,0.084337,16.0,21.972246,7d
user_000488,大样本近期高频_0126,5,0.0,10.0,17.917595,7d
user_000492,大样本近期高频_0482,6,0.0,12.0,19.459101,7d
user_000499,大样本近期高频_0021,5,0.084337,10.0,17.917595,7d
user_000505,大样本近期高频_0234,8,0.0,16.0,21.972246,7d
user_000509,大样本近期高频_0374,8,0.0,16.0,21.972246,7d
user_000510,大样本近期高频_0176,5,0.0,10.0,17.917595,7d
user_000511,大样本近期高频_0170,4,0.0,8.0,12.875503,7d
user_000513,大样本近期高频_0238,7,0.0,14.0,20.794415,7d
user_000515,大样本近期高频_0467,6,0.084337,12.0,19.459101,7d
user_000516,大样本近期高频_0055,4,0.084337,8.0,12.875503,7d
user_000517,大样本近期高频_0283,7,0.084337,14.0,20.794415,7d
user_000521,大样本近期高频_0086,5,0.0,10.0,17.917595,7d
user_000522,大样本近期高频_0258,7,0.0,14.0,20.794415,7d
user_000523,大样本近期高频_0041,5,0.084337,10.0,17.917595,7d
user_000529,大样本近期高频_0557,6,0.084337,12.0,19.459101,7d
user_000532,大样本近期高频_0768,7,0.0,14.0,20.794415,7d
user_000533,大样本近期高频_0513,7,0.084337,14.0,20.794415,7d
user_000535,大样本近期高频_0120,4,0.0,8.0,12.875503,7d
user_000538,大样本近期高频_0343,7,0.084337,14.0,20.794415,7d
user_000539,大样本近期高频_0526,5,0.0,10.0,17.917595,7d
user_000540,大样本近期高频_0270,4,0.0,8.0,12.875503,7d
user_000541,大样本近期高频_0798,7,0.0,14.0,20.794415,7d
user_000545,大样本近期高频_0316,5,0.0,10.0,17.917595,7d
user_000551,大样本近期高频_0276,5,0.0,10.0,17.917595,7d
user_000553,大样本近期高频_0595,4,0.084337,8.0,12.875503,7d
user_000554,大样本近期高频_0180,4,0.0,8.0,12.875503,7d
user_000555,大样本近期高频_0739,8,0.084337,16.0,21.972246,7d
user_000558,大样本近期高频_0289,8,0.084337,16.0,21.972246,7d
user_000559,大样本近期高频_0654,8,0.0,16.0,21.972246,7d
user_000560,大样本近期高频_0383,7,0.084337,14.0,20.794415,7d
user_000561,大样本近期高频_0670,4,0.0,8.0,12.875503,7d
user_000562,大样本近期高频_0765,4,0.084337,8.0,12.875503,7d
user_000563,大样本近期高频_0141,5,0.084337,10.0,17.917595,7d
user_000564,大样本近期高频_0491,5,0.084337,10.0,17.917595,7d
user_000565,大样本近期高频_0091,5,0.084337,10.0,17.917595,7d
user_000570,大样本近期高频_0488,7,0.0,14.0,20.794415,7d
user_000571,大样本近期高频_0769,8,0.084337,16.0,21.972246,7d
user_000573,大样本近期高频_0662,6,0.0,12.0,19.459101,7d
user_000575,大样本近期高频_0356,5,0.0,10.0,17.917595,7d
user_000576,大样本近期高频_0095,4,0.084337,8.0,12.875503,7d
user_000578,大样本近期高频_0147,6,0.084337,12.0,19.459101,7d
user_000579,大样本近期高频_0783,7,0.084337,14.0,20.794415,7d
user_000581,大样本近期高频_0351,5,0.084337,10.0,17.917595,7d
user_000582,大样本近期高频_0495,4,0.084337,8.0,12.875503,7d
user_000584,大样本近期高频_0442,6,0.0,12.0,19.459101,7d
user_000585,大样本近期高频_0500,4,0.0,8.0,12.875503,7d
user_000588,大样本近期高频_0342,6,0.0,12.0,19.459101,7d
user_000594,大样本近期高频_0208,7,0.0,14.0,20.794415,7d
user_000596,大样本近期高频_0189,8,0.084337,16.0,21.972246,7d
user_000597,大样本近期高频_0450,4,0.0,8.0,12.875503,7d
user_000598,大样本近期高频_0787,6,0.084337,12.0,19.459101,7d
user_000600,大样本近期高频_0314,8,0.0,16.0,21.972246,7d
user_000602,大样本近期高频_0408,7,0.0,14.0,20.794415,7d
user_000603,大样本近期高频_0341,5,0.084337,10.0,17.917595,7d
user_000605,大样本近期高频_0430,4,0.0,8.0,12.875503,7d
user_000606,大样本近期高频_0745,4,0.084337,8.0,12.875503,7d
user_000607,大样本近期高频_0417,6,0.084337,12.0,19.459101,7d
user_000609,大样本近期高频_0223,7,0.084337,14.0,20.794415,7d
user_000610,大样本近期高频_0228,7,0.0,14.0,20.794415,7d
user_000616,大样本近期高频_0564,8,0.0,16.0,21.972246,7d
user_000617,大样本近期高频_0161,5,0.084337,10.0,17.917595,7d
user_000618,大样本近期高频_0329,8,0.084337,16.0,21.972246,7d
user_000619,大样本近期高频_0046,5,0.0,10.0,17.917595,7d
user_000624,大样本近期高频_0752,6,0.0,12.0,19.459101,7d
user_000625,大样本近期高频_0323,7,0.084337,14.0,20.794415,7d
user_000626,大样本近期高频_0392,6,0.0,12.0,19.459101,7d
user_000627,大样本近期高频_0191,5,0.084337,10.0,17.917595,7d
user_000628,大样本近期高频_0144,8,0.0,16.0,21.972246,7d
user_000634,大样本近期高频_0081,5,0.084337,10.0,17.917595,7d
user_000637,大样本近期高频_0552,6,0.0,12.0,19.459101,7d
user_000640,大样本近期高频_0162,6,0.0,12.0,19.459101,7d
user_000642,大样本近期高频_0313,7,0.084337,14.0,20.794415,7d
user_000643,大样本近期高频_0366,5,0.0,10.0,17.917595,7d
user_000645,大样本近期高频_0399,8,0.084337,16.0,21.972246,7d
user_000647,大样本近期高频_0250,4,0.0,8.0,12.875503,7d
user_000654,大样本近期高频_0031,5,0.084337,10.0,17.917595,7d
user_000659,大样本近期高频_0215,4,0.084337,8.0,12.875503,7d
user_000666,大样本近期高频_0368,7,0.0,14.0,20.794415,7d
user_000667,大样本近期高频_0592,6,0.0,12.0,19.459101,7d
user_000670,大样本近期高频_0185,4,0.084337,8.0,12.875503,7d
user_000671,大样本近期高频_0690,4,0.0,8.0,12.875503,7d
user_000672,大样本近期高频_0719,8,0.084337,16.0,21.972246,7d
user_000674,大样本近期高频_0254,8,0.0,16.0,21.972246,7d
user_000676,大样本近期高频_0764,8,0.0,16.0,21.972246,7d
user_000680,大样本近期高频_0555,4,0.084337,8.0,12.875503,7d
user_000681,大样本近期高频_0301,5,0.084337,10.0,17.917595,7d
user_000688,大样本近期高频_0397,6,0.084337,12.0,19.459101,7d
user_000690,大样本近期高频_0186,5,0.0,10.0,17.917595,7d
user_000691,大样本近期高频_0395,4,0.084337,8.0,12.875503,7d
user_000699,大样本近期高频_0789,8,0.084337,16.0,21.972246,7d
user_000701,大样本近期高频_0172,6,0.0,12.0,19.459101,7d
user_000703,大样本近期高频_0667,6,0.084337,12.0,19.459101,7d
user_000705,大样本近期高频_0727,6,0.084337,12.0,19.459101,7d
user_000708,大样本近期高频_0203,7,0.084337,14.0,20.794415,7d
user_000712,大样本近期高频_0001,5,0.084337,10.0,17.917595,7d
user_000714,大样本近期高频_0115,4,0.084337,8.0,12.875503,7d
user_000715,大样本近期高频_0542,6,0.0,12.0,19.459101,7d
user_000717,大样本近期高频_0597,6,0.084337,12.0,19.459101,7d
user_000719,大样本近期高频_0702,6,0.0,12.0,19.459101,7d
user_000720,大样本近期高频_0707,6,0.084337,12.0,19.459101,7d
user_000721,大样本近期高频_0521,5,0.084337,10.0,17.917595,7d
user_000722,大样本近期高频_0158,7,0.0,14.0,20.794415,7d
user_000730,大样本近期高频_0641,5,0.084337,10.0,17.917595,7d
user_000732,大样本近期高频_0111,5,0.084337,10.0,17.917595,7d
user_000733,大样本近期高频_0415,4,0.084337,8.0,12.875503,7d
user_000736,大样本近期高频_0760,4,0.0,8.0,12.875503,7d
user_000739,大样本近期高频_0022,6,0.0,12.0,19.459101,7d
user_000743,大样本近期高频_0267,6,0.084337,12.0,19.459101,7d
user_000749,大样本近期高频_0413,7,0.084337,14.0,20.794415,7d
user_000750,大样本近期高频_0763,7,0.084337,14.0,20.794415,7d
user_000751,大样本近期高频_0449,8,0.084337,16.0,21.972246,7d
user_000757,大样本近期高频_0104,8,0.0,16.0,21.972246,7d
user_000758,大样本近期高频_0794,8,0.0,16.0,21.972246,7d
user_000759,大样本近期高频_0345,4,0.084337,8.0,12.875503,7d
user_000767,大样本近期高频_0510,4,0.0,8.0,12.875503,7d
user_000768,大样本近期高频_0569,8,0.084337,16.0,21.972246,7d
user_000770,大样本近期高频_0384,8,0.0,16.0,21.972246,7d
user_000776,大样本近期高频_0694,8,0.0,16.0,21.972246,7d
user_000777,大样本近期高频_0627,6,0.084337,12.0,19.459101,7d
user_000778,大样本近期高频_0779,8,0.084337,16.0,21.972246,7d
user_000780,大样本近期高频_0684,8,0.0,16.0,21.972246,7d
user_000782,大样本近期高频_0179,8,0.084337,16.0,21.972246,7d
user_000790,大样本近期高频_0183,7,0.084337,14.0,20.794415,7d
user_000791,大样本近期高频_0053,7,0.084337,14.0,20.794415,7d
user_000793,大样本近期高频_0454,8,0.0,16.0,21.972246,7d
user_000794,大样本近期高频_0772,6,0.0,12.0,19.459101,7d
user_000798,大样本近期高频_0325,4,0.084337,8.0,12.875503,7d
user_000800,大样本近期高频_0317,6,0.084337,12.0,19.459101,7d
user_000801,大样本近期高频_0269,8,0.084337,16.0,21.972246,7d
user_000802,大样本近期高频_0644,8,0.0,16.0,21.972246,7d
user_000803,大样本近期高频_0598,7,0.0,14.0,20.794415,7d
user_000806,大样本近期高频_0433,7,0.084337,14.0,20.794415,7d
user_000808,大样本近期高频_0736,5,0.0,10.0,17.917595,7d
user_000809,大样本近期高频_0496,5,0.0,10.0,17.917595,7d
user_000812,大样本近期高频_0340,4,0.0,8.0,12.875503,7d
user_000814,大样本近期高频_0540,4,0.0,8.0,12.875503,7d
user_000818,大样本近期高频_0358,7,0.0,14.0,20.794415,7d
user_000819,大样本近期高频_0007,6,0.084337,12.0,19.459101,7d
user_000820,大样本近期高频_0452,6,0.0,12.0,19.459101,7d
user_000821,大样本近期高频_0718,7,0.0,14.0,20.794415,7d
user_000822,大样本近期高频_0612,6,0.0,12.0,19.459101,7d
user_000825,大样本近期高频_0749,8,0.084337,16.0,21.972246,7d
user_000829,大样本近期高频_0066,5,0.0,10.0,17.917595,7d
user_000830,大样本近期高频_0679,8,0.084337,16.0,21.972246,7d
user_000832,大样本近期高频_0421,5,0.084337,10.0,17.917595,7d
user_000835,大样本近期高频_0468,7,0.0,14.0,20.794415,7d
user_000836,大样本近期高频_0168,7,0.0,14.0,20.794415,7d
user_000840,大样本近期高频_0701,5,0.084337,10.0,17.917595,7d
user_000842,大样本近期高频_0776,5,0.0,10.0,17.917595,7d
user_000843,大样本近期高频_0514,8,0.0,16.0,21.972246,7d
user_000844,大样本近期高频_0209,8,0.084337,16.0,21.972246,7d
user_000845,大样本近期高频_0245,4,0.084337,8.0,12.875503,7d
user_000846,大样本近期高频_0461,5,0.084337,10.0,17.917595,7d
user_000847,大样本近期高频_0573,7,0.084337,14.0,20.794415,7d
user_000854,大样本近期高频_0304,8,0.0,16.0,21.972246,7d
user_000855,大样本近期高频_0436,5,0.0,10.0,17.917595,7d
user_000856,大样本近期高频_0476,5,0.0,10.0,17.917595,7d
user_000858,大样本近期高频_0479,8,0.084337,16.0,21.972246,7d
user_000860,大样本近期高频_0332,6,0.0,12.0,19.459101,7d
user_000861,大样本近期高频_0426,5,0.0,10.0,17.917595,7d
user_000862,大样本近期高频_0553,7,0.084337,14.0,20.794415,7d
user_000863,大样本近期高频_0648,7,0.0,14.0,20.794415,7d
user_000864,大样本近期高频_0531,5,0.084337,10.0,17.917595,7d
user_000866,大样本近期高频_0437,6,0.084337,12.0,19.459101,7d
user_000867,大样本近期高频_0370,4,0.0,8.0,12.875503,7d
user_000868,大样本近期高频_0029,8,0.084337,16.0,21.972246,7d
user_000869,大样本近期高频_0775,4,0.084337,8.0,12.875503,7d
user_000871,大样本近期高频_0549,8,0.084337,16.0,21.972246,7d
user_000874,大样本近期高频_0102,6,0.0,12.0,19.459101,7d
user_000876,大样本近期高频_0423,7,0.084337,14.0,20.794415,7d
user_000877,大样本近期高频_0793,7,0.084337,14.0,20.794415,7d
user_000878,大样本近期高频_0517,6,0.084337,12.0,19.459101,7d
user_000879,大样本近期高频_0137,6,0.084337,12.0,19.459101,7d
user_000880,大样本近期高频_0619,8,0.084337,16.0,21.972246,7d
user_000882,大样本近期高频_0338,7,0.0,14.0,20.794415,7d
user_000883,大样本近期高频_0706,5,0.0,10.0,17.917595,7d
user_000884,大样本近期高频_0036,5,0.0,10.0,17.917595,7d
user_000885,大样本近期高频_0328,7,0.0,14.0,20.794415,7d
user_000890,大样本近期高频_0201,5,0.084337,10.0,17.917595,7d
user_000891,大样本近期高频_0675,4,0.084337,8.0,12.875503,7d
user_000895,大样本近期高频_0767,6,0.084337,12.0,19.459101,7d
user_000896,大样本近期高频_0715,4,0.084337,8.0,12.875503,7d
user_000898,大样本近期高频_0023,7,0.084337,14.0,20.794415,7d
user_000899,大样本近期高频_0708,7,0.0,14.0,20.794415,7d
user_000902,大样本近期高频_0602,6,0.0,12.0,19.459101,7d
user_000906,大样本近期高频_0006,5,0.0,10.0,17.917595,7d
user_000908,大样本近期高频_0722,6,0.0,12.0,19.459101,7d
user_000909,大样本近期高频_0730,4,0.0,8.0,12.875503,7d
user_000911,大样本近期高频_0224,8,0.0,16.0,21.972246,7d
user_000912,大样本近期高频_0671,5,0.084337,10.0,17.917595,7d
user_000919,大样本近期高频_0297,6,0.084337,12.0,19.459101,7d
user_000922,大样本近期高频_0361,5,0.084337,10.0,17.917595,7d
user_000923,大样本近期高频_0241,5,0.084337,10.0,17.917595,7d
user_000924,大样本近期高频_0294,8,0.0,16.0,21.972246,7d
user_000925,大样本近期高频_0770,4,0.0,8.0,12.875503,7d
user_000927,大样本近期高频_0570,4,0.0,8.0,12.875503,7d
user_000928,大样本近期高频_0565,4,0.084337,8.0,12.875503,7d
user_000933,大样本近期高频_0556,5,0.0,10.0,17.917595,7d
