user_id,action_name,time_period,period_event_count,total_event_count,period_share,active_days,first_time,last_time,time_period_score,rank
user_000009,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000009,大样本固定时段_evening_0807,evening,5,6,0.833333,5,2026-02-07 21:05:00,2026-06-18 18:59:00,1.493133,2
user_000011,结构性存款,early_morning,6,8,0.75,6,2026-02-25 04:46:00,2026-06-30 00:38:00,1.459433,1
user_000012,大样本周期_interval_0519,evening,7,7,1.0,7,2026-04-14 18:05:00,2026-06-19 18:11:00,2.079442,1
user_000012,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000012,大样本固定时段_evening_0319,evening,8,10,0.8,8,2025-07-31 21:56:00,2026-06-16 18:47:00,1.75778,3
user_000012,买黄金,early_morning,4,5,0.8,4,2026-01-05 01:24:00,2026-06-28 00:09:00,1.28755,4
user_000013,大样本周期_weekly_0877,morning,7,7,1.0,7,2026-05-06 06:05:00,2026-06-24 06:11:00,2.079442,1
user_000013,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000013,大样本固定时段_morning_0677,morning,5,6,0.833333,5,2026-02-07 09:09:00,2026-06-18 06:17:00,1.493133,3
user_000014,大样本周期_monthly_0566,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000014,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000014,大样本固定时段_afternoon_0366,afternoon,8,10,0.8,8,2025-08-03 15:04:00,2026-06-19 12:57:00,1.75778,3
user_000014,结构性存款,early_morning,5,6,0.833333,5,2026-02-08 00:35:00,2026-06-27 01:49:00,1.493133,4
user_000015,查银行卡,afternoon,4,5,0.8,4,2025-08-09 16:16:00,2026-06-09 17:10:00,1.28755,1
user_000016,大样本周期_weekly_0809,morning,8,8,1.0,8,2026-05-08 06:05:00,2026-06-26 06:12:00,2.197225,1
user_000016,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000016,查银行卡,evening,6,8,0.75,6,2026-01-16 22:00:00,2026-06-29 20:07:00,1.459433,3
user_000016,大样本固定时段_morning_0609,morning,4,5,0.8,3,2026-04-29 06:52:00,2026-06-16 06:47:00,1.28755,4
user_000016,查看黄金行情,evening,5,7,0.714286,5,2026-02-25 22:25:00,2026-06-29 20:01:00,1.279828,5
user_000017,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000017,大样本固定时段_morning_0877,morning,8,10,0.8,8,2025-08-02 09:54:00,2026-06-18 06:25:00,1.75778,2
user_000018,大样本非周期_stale_periodic_0794,morning,5,5,1.0,5,2026-01-31 10:08:00,2026-02-28 10:42:00,1.791759,1
user_000019,大样本非周期_random_intervals_0742,morning,5,5,1.0,5,2026-04-06 10:50:00,2026-06-27 10:52:00,1.791759,1
user_000020,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000020,大样本固定时段_early_morning_0852,early_morning,5,6,0.833333,5,2026-02-07 01:40:00,2026-06-18 00:48:00,1.493133,2
user_000021,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,1
user_000021,大样本非周期_short_burst_0116,morning,5,5,1.0,5,2026-06-05 10:45:00,2026-06-09 10:03:00,1.791759,2
user_000021,买黄金,early_morning,6,7,0.857143,6,2025-12-27 04:37:00,2026-06-26 05:07:00,1.667923,3
user_000021,查看理财产品,early_morning,4,5,0.8,4,2026-03-14 03:26:00,2026-06-20 02:39:00,1.28755,4
user_000022,大样本周期_daily_0904,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000022,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000022,大样本固定时段_early_morning_0704,early_morning,4,5,0.8,3,2026-04-29 00:11:00,2026-06-16 00:49:00,1.28755,3
user_000023,大样本周期_monthly_0278,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000023,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000023,大样本固定时段_afternoon_0078,afternoon,8,10,0.8,8,2025-08-01 15:01:00,2026-06-17 12:05:00,1.75778,3
user_000024,大样本负链路_0189_A,afternoon,5,5,1.0,5,2026-04-30 12:00:00,2026-06-20 12:00:00,1.791759,1
user_000024,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000024,大样本非周期_stale_periodic_0189,morning,5,5,1.0,5,2026-01-31 10:18:00,2026-02-28 10:50:00,1.791759,3
user_000024,预约网点取号,evening,4,5,0.8,4,2026-02-01 23:08:00,2026-06-22 18:31:00,1.28755,4
user_000025,大样本周期_daily_0164,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000025,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000025,大样本链路_0764_步骤2,morning,4,4,1.0,4,2026-04-03 08:30:00,2026-06-20 08:30:00,1.609438,3
user_000025,大样本链路_0764_步骤1,morning,4,4,1.0,4,2026-04-03 08:00:00,2026-06-20 08:00:00,1.609438,4
user_000025,大样本链路_0164_步骤2,morning,4,4,1.0,4,2026-03-29 08:30:00,2026-06-15 08:30:00,1.609438,5
user_000026,大样本非周期_random_intervals_0527,morning,5,5,1.0,5,2026-04-06 10:02:00,2026-06-27 10:29:00,1.791759,1
user_000026,预约网点取号,morning,4,5,0.8,4,2025-10-28 08:30:00,2026-06-14 11:02:00,1.28755,2
user_000026,查交易明细,morning,4,5,0.8,4,2025-07-06 11:26:00,2026-04-12 06:10:00,1.28755,3
user_000027,大样本非周期_stale_periodic_0739,morning,5,5,1.0,5,2026-01-31 10:33:00,2026-02-28 10:50:00,1.791759,1
user_000028,大样本周期_daily_0476,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000028,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000028,大样本链路_0476_步骤2,morning,4,4,1.0,4,2026-04-05 08:30:00,2026-06-22 08:30:00,1.609438,3
user_000028,大样本链路_0476_步骤1,morning,4,4,1.0,4,2026-04-05 08:00:00,2026-06-22 08:00:00,1.609438,4
user_000028,大样本链路_1076_步骤2,morning,4,4,1.0,4,2026-03-30 08:30:00,2026-06-16 08:30:00,1.609438,5
user_000029,大样本周期_interval_0311,evening,8,8,1.0,8,2026-04-12 18:05:00,2026-06-28 18:12:00,2.197225,1
user_000029,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000029,大样本固定时段_evening_0111,evening,8,10,0.8,8,2025-08-03 21:16:00,2026-06-19 18:22:00,1.75778,3
user_000029,查银行卡,morning,6,8,0.75,6,2026-02-09 08:29:00,2026-06-30 07:36:00,1.459433,4
user_000030,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000030,大样本负链路_0345_A,afternoon,5,5,1.0,5,2026-04-27 12:00:00,2026-06-17 12:00:00,1.791759,2
user_000030,预约网点取号,afternoon,4,5,0.8,4,2025-11-30 15:39:00,2026-06-08 17:12:00,1.28755,3
user_000030,跨行转入,afternoon,5,7,0.714286,5,2025-11-14 12:52:00,2026-06-09 15:12:00,1.279828,4
user_000031,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,1
user_000031,查看理财产品,early_morning,5,5,1.0,5,2026-01-10 04:39:00,2026-06-20 01:42:00,1.791759,2
user_000031,大样本固定时段_early_morning_0928,early_morning,4,5,0.8,3,2026-04-30 00:46:00,2026-06-17 00:57:00,1.28755,3
user_000032,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000032,买黄金,early_morning,5,6,0.833333,5,2026-03-13 04:36:00,2026-06-19 04:32:00,1.493133,2
user_000032,查银行卡,early_morning,4,5,0.8,4,2026-03-13 04:33:00,2026-06-30 01:18:00,1.28755,3
user_000032,查看基金净值,early_morning,4,5,0.8,4,2025-07-11 04:33:00,2026-05-16 03:37:00,1.28755,4
user_000033,大样本非周期_short_burst_0671,morning,5,5,1.0,5,2026-06-05 10:11:00,2026-06-09 10:20:00,1.791759,1
user_000034,大样本周期_monthly_0030,afternoon,6,6,1.0,6,2025-11-30 12:05:00,2026-05-30 12:10:00,1.94591,1
user_000034,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000034,查银行卡,evening,4,5,0.8,4,2026-02-17 18:11:00,2026-06-20 19:33:00,1.28755,3
user_000035,大样本非周期_random_intervals_0672,morning,5,5,1.0,5,2026-04-06 10:31:00,2026-06-27 10:52:00,1.791759,1
user_000035,短信验证,afternoon,4,5,0.8,4,2026-04-01 12:50:00,2026-06-17 12:23:00,1.28755,2
user_000036,大样本周期_monthly_0518,afternoon,7,7,1.0,7,2025-11-15 12:05:00,2026-06-15 12:11:00,2.079442,1
user_000036,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000036,大样本固定时段_afternoon_0318,afternoon,8,10,0.8,8,2025-08-01 15:53:00,2026-06-17 12:14:00,1.75778,3
user_000036,短信验证,early_morning,4,5,0.8,4,2025-10-29 04:41:00,2026-06-12 00:10:00,1.28755,4
user_000037,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000037,添加银行卡,early_morning,5,7,0.714286,5,2025-12-09 00:17:00,2026-06-19 05:31:00,1.279828,2
user_000038,大样本周期_interval_0939,evening,7,7,1.0,7,2026-03-31 18:05:00,2026-06-17 18:11:00,2.079442,1
user_000038,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000038,大样本固定时段_evening_0739,evening,4,5,0.8,3,2026-04-29 18:19:00,2026-06-16 18:13:00,1.28755,3
user_000039,大样本周期_weekly_0021,morning,7,7,1.0,7,2026-05-11 06:05:00,2026-06-29 06:11:00,2.079442,1
user_000039,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000040,银行卡管理,evening,5,6,0.833333,5,2025-12-19 23:20:00,2026-06-28 18:39:00,1.493133,1
user_000040,查看理财产品,evening,4,5,0.8,4,2025-11-18 18:12:00,2026-06-11 19:25:00,1.28755,2
user_000040,预约网点取号,evening,5,7,0.714286,5,2025-11-18 18:15:00,2026-06-28 18:45:00,1.279828,3
user_000040,收款码,evening,5,7,0.714286,5,2025-12-28 20:36:00,2026-06-27 23:04:00,1.279828,4
user_000041,大样本周期_interval_0487,evening,8,8,1.0,8,2026-04-13 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000041,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000041,大样本固定时段_evening_0287,evening,8,10,0.8,8,2025-08-02 21:04:00,2026-06-18 18:48:00,1.75778,3
user_000042,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000042,风险评估,morning,4,5,0.8,4,2026-02-01 09:45:00,2026-06-21 06:23:00,1.28755,2
user_000043,大样本周期_daily_0036,early_morning,8,8,1.0,8,2026-06-22 05:05:00,2026-06-30 05:12:00,2.197225,1
user_000043,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000043,大样本链路_0036_步骤2,morning,4,4,1.0,4,2026-04-05 08:30:00,2026-06-22 08:30:00,1.609438,3
user_000043,大样本链路_0036_步骤1,morning,4,4,1.0,4,2026-04-05 08:00:00,2026-06-22 08:00:00,1.609438,4
user_000043,大样本链路_0636_步骤2,morning,4,4,1.0,4,2026-03-30 08:30:00,2026-06-16 08:30:00,1.609438,5
user_000044,收款码,early_morning,8,8,1.0,8,2025-10-11 04:41:00,2026-05-22 00:29:00,2.197225,1
user_000044,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000044,大样本负链路_0093_A,afternoon,5,5,1.0,5,2026-04-27 12:00:00,2026-06-17 12:00:00,1.791759,3
user_000044,添加银行卡,early_morning,4,4,1.0,4,2025-12-19 05:36:00,2026-06-09 05:20:00,1.609438,4
user_000045,预约网点取号,morning,6,6,1.0,6,2025-07-03 07:20:00,2026-06-14 09:44:00,1.94591,1
user_000045,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000045,大样本非周期_short_burst_0406,morning,5,5,1.0,5,2026-06-05 10:54:00,2026-06-09 10:23:00,1.791759,3
user_000045,银行卡管理,morning,6,7,0.857143,6,2025-11-13 11:42:00,2026-06-29 09:16:00,1.667923,4
user_000046,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000046,结构性存款,early_morning,8,10,0.8,8,2025-07-21 03:10:00,2026-06-28 00:35:00,1.75778,2
user_000046,查看基金净值,early_morning,7,10,0.7,7,2025-07-21 03:13:00,2026-06-28 00:38:00,1.455609,3
user_000047,大样本非周期_random_intervals_0297,morning,5,5,1.0,5,2026-04-06 10:30:00,2026-06-27 10:15:00,1.791759,1
user_000047,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000047,大样本负链路_0297_A,afternoon,5,5,1.0,5,2026-04-30 12:00:00,2026-06-20 12:00:00,1.791759,3
user_000048,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000048,查看基金净值,early_morning,6,7,0.857143,6,2025-09-11 02:34:00,2026-06-30 05:40:00,1.667923,2
user_000048,大样本固定时段_morning_0805,morning,5,6,0.833333,5,2026-02-09 09:56:00,2026-06-20 06:47:00,1.493133,3
user_000049,大样本周期_weekly_0045,morning,7,7,1.0,7,2026-05-07 06:05:00,2026-06-25 06:11:00,2.079442,1
user_000049,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000050,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000050,查账户明细,afternoon,4,5,0.8,4,2025-08-20 17:10:00,2026-02-08 17:45:00,1.28755,2
user_000051,大样本周期_interval_0607,evening,8,8,1.0,8,2026-03-02 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000051,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000051,大样本固定时段_evening_0407,evening,5,6,0.833333,5,2026-02-07 21:34:00,2026-06-18 18:40:00,1.493133,3
user_000052,大样本非周期_random_intervals_0552,morning,5,5,1.0,5,2026-04-06 10:25:00,2026-06-27 10:56:00,1.791759,1
user_000052,查交易结果,early_morning,4,4,1.0,4,2025-10-12 02:47:00,2026-06-21 04:37:00,1.609438,2
user_000053,查看基金净值,evening,6,6,1.0,6,2025-10-26 19:26:00,2026-06-27 23:46:00,1.94591,1
user_000053,大样本周期_monthly_0462,afternoon,6,6,1.0,6,2025-11-30 12:05:00,2026-05-30 12:10:00,1.94591,2
user_000053,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,3
user_000053,大样本固定时段_afternoon_0262,afternoon,5,6,0.833333,5,2026-02-07 15:37:00,2026-06-18 12:46:00,1.493133,4
user_000054,大样本周期_monthly_0026,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000054,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000055,大样本周期_daily_0528,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000055,公共流程起点,morning,5,5,1.0,5,2026-05-26 10:00:00,2026-06-20 10:00:00,1.791759,2
user_000055,大样本链路_0528_步骤2,morning,4,4,1.0,4,2026-04-08 08:30:00,2026-06-25 08:30:00,1.609438,3
user_000055,大样本链路_0528_步骤1,morning,4,4,1.0,4,2026-04-08 08:00:00,2026-06-25 08:00:00,1.609438,4
user_000055,大样本链路_1128_步骤2,morning,4,4,1.0,4,2026-04-02 08:30:00,2026-06-19 08:30:00,1.609438,5
user_000056,大样本非周期_random_intervals_0062,morning,5,5,1.0,5,2026-04-06 10:48:00,2026-06-27 10:13:00,1.791759,1
user_000056,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000056,结构性存款,early_morning,4,5,0.8,4,2026-02-28 04:04:00,2026-06-17 05:16:00,1.28755,3
user_000056,查交易明细,early_morning,5,7,0.714286,5,2025-09-10 05:42:00,2026-06-23 03:29:00,1.279828,4
user_000057,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,1
user_000057,大样本负链路_0065_A,afternoon,5,5,1.0,5,2026-04-28 12:00:00,2026-06-18 12:00:00,1.791759,2
user_000058,大样本周期_daily_0944,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000058,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000058,大样本固定时段_early_morning_0744,early_morning,7,10,0.7,7,2025-10-07 00:22:00,2026-06-16 00:19:00,1.455609,3
user_000059,大样本非周期_short_burst_0571,morning,5,5,1.0,5,2026-06-05 10:49:00,2026-06-09 10:28:00,1.791759,1
user_000060,大样本非周期_random_intervals_0022,morning,5,5,1.0,5,2026-04-06 10:46:00,2026-06-27 10:47:00,1.791759,1
user_000060,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000060,查看基金净值,afternoon,5,7,0.714286,5,2025-08-23 16:18:00,2026-06-22 14:19:00,1.279828,3
user_000061,大样本周期_interval_0771,evening,7,7,1.0,7,2026-04-28 18:05:00,2026-06-21 18:11:00,2.079442,1
user_000061,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000061,大样本固定时段_evening_0571,evening,7,10,0.7,7,2025-10-10 18:18:00,2026-06-19 18:37:00,1.455609,3
user_000062,大样本周期_monthly_0010,afternoon,8,8,1.0,8,2025-11-28 12:05:00,2026-06-28 12:12:00,2.197225,1
user_000062,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000063,大样本周期_daily_0104,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000063,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000063,大样本链路_0704_步骤2,morning,4,4,1.0,4,2026-04-08 08:30:00,2026-06-25 08:30:00,1.609438,3
user_000063,大样本链路_0704_步骤1,morning,4,4,1.0,4,2026-04-08 08:00:00,2026-06-25 08:00:00,1.609438,4
user_000063,大样本链路_0104_步骤2,morning,4,4,1.0,4,2026-04-03 08:30:00,2026-06-20 08:30:00,1.609438,5
user_000064,大样本周期_interval_0127,evening,8,8,1.0,8,2026-03-02 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000064,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
user_000065,大样本非周期_short_burst_0451,morning,5,5,1.0,5,2026-06-05 10:22:00,2026-06-09 10:40:00,1.791759,1
user_000067,大样本负链路_0505_A,afternoon,5,5,1.0,5,2026-04-29 12:00:00,2026-06-19 12:00:00,1.791759,1
user_000068,短信验证,early_morning,4,5,0.8,4,2025-09-13 03:51:00,2026-06-11 02:07:00,1.28755,1
user_000069,大样本周期_monthly_0254,afternoon,6,6,1.0,6,2025-11-30 12:05:00,2026-05-30 12:10:00,1.94591,1
user_000069,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000069,大样本固定时段_afternoon_0054,afternoon,5,6,0.833333,5,2026-02-05 15:36:00,2026-06-16 12:33:00,1.493133,3
user_000069,风险评估,evening,5,7,0.714286,5,2026-01-21 23:34:00,2026-06-11 21:02:00,1.279828,4
user_000070,大样本周期_interval_0379,evening,8,8,1.0,8,2026-03-30 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000070,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000070,大样本固定时段_evening_0179,evening,4,5,0.8,3,2026-04-29 18:41:00,2026-06-16 18:00:00,1.28755,3
user_000072,大样本非周期_random_intervals_0707,morning,5,5,1.0,5,2026-04-06 10:28:00,2026-06-27 10:42:00,1.791759,1
user_000073,大样本周期_weekly_0661,morning,7,7,1.0,7,2026-05-07 06:05:00,2026-06-25 06:11:00,2.079442,1
user_000073,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000073,大样本固定时段_morning_0461,morning,8,10,0.8,8,2025-08-03 09:38:00,2026-06-19 06:03:00,1.75778,3
user_000073,查看理财产品,evening,4,5,0.8,4,2025-10-01 22:26:00,2026-06-18 23:02:00,1.28755,4
user_000073,添加银行卡,early_morning,5,7,0.714286,5,2025-08-03 03:03:00,2026-06-06 05:10:00,1.279828,5
user_000074,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,1
user_000074,大样本固定时段_morning_0957,morning,8,10,0.8,8,2025-08-02 09:42:00,2026-06-18 06:52:00,1.75778,2
user_000075,大样本周期_daily_0696,early_morning,9,9,1.0,9,2026-06-22 05:05:00,2026-06-30 05:13:00,2.302585,1
user_000075,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000075,大样本固定时段_early_morning_0496,early_morning,4,5,0.8,3,2026-05-02 00:07:00,2026-06-19 00:40:00,1.28755,3
user_000076,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,1
user_000076,大样本非周期_short_burst_0056,morning,5,5,1.0,5,2026-06-05 10:55:00,2026-06-09 10:56:00,1.791759,2
user_000076,查看基金净值,afternoon,4,5,0.8,4,2025-08-06 13:19:00,2026-06-26 17:16:00,1.28755,3
user_000077,大样本周期_interval_0195,evening,7,7,1.0,7,2026-04-28 18:05:00,2026-06-21 18:11:00,2.079442,1
user_000077,公共流程起点,morning,5,5,1.0,5,2026-05-29 10:00:00,2026-06-23 10:00:00,1.791759,2
user_000078,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000078,大样本非周期_stale_periodic_0114,morning,5,5,1.0,5,2026-01-31 10:07:00,2026-02-28 10:40:00,1.791759,2
user_000079,大样本周期_weekly_0881,morning,8,8,1.0,8,2026-05-10 06:05:00,2026-06-28 06:12:00,2.197225,1
user_000079,公共流程起点,morning,5,5,1.0,5,2026-05-28 10:00:00,2026-06-22 10:00:00,1.791759,2
user_000079,大样本固定时段_morning_0681,morning,7,10,0.7,7,2025-10-10 06:22:00,2026-06-19 06:42:00,1.455609,3
user_000080,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,1
user_000080,大样本非周期_stale_periodic_0034,morning,5,5,1.0,5,2026-01-31 10:47:00,2026-02-28 10:29:00,1.791759,2
user_000080,买黄金,early_morning,4,5,0.8,4,2026-05-10 04:35:00,2026-06-19 05:49:00,1.28755,3
user_000081,大样本周期_interval_0979,evening,8,8,1.0,8,2026-04-27 18:05:00,2026-06-29 18:12:00,2.197225,1
user_000081,公共流程起点,morning,5,5,1.0,5,2026-05-25 10:00:00,2026-06-19 10:00:00,1.791759,2
user_000081,大样本固定时段_evening_0779,evening,7,10,0.7,7,2025-10-07 18:04:00,2026-06-16 18:57:00,1.455609,3
user_000081,收款码,early_morning,4,5,0.8,4,2026-02-02 04:04:00,2026-06-15 03:41:00,1.28755,4
user_000082,大样本非周期_random_intervals_0407,morning,5,5,1.0,5,2026-04-06 10:38:00,2026-06-27 10:14:00,1.791759,1
user_000082,公共流程起点,morning,5,5,1.0,5,2026-05-27 10:00:00,2026-06-21 10:00:00,1.791759,2
